"","agency","date","title","fulltitle","color","RIN","stage","PrevStage","abstract","effect1","effect2","effect3","effect4","effect5","effect6","effect7","prompt","legaldeadline1","legaldeadline2","legaldeadline3","legaldeadline4","legaldeadline5","legaldeadline6","initiated","docket","toOSTscheduled","toOSTprojected","toOSTactual","withdrawnOSTscheduled","withdrawnOSTprojected","withdrawnOSTactual","toModescheduled","toModeprojected","toModeactual","resubmitOSTscheduled","resubmitOSTprojected","resubmitOSTactual","toOMBscheduled","toOMBprojected","toOMBactual","withdrawnOMBscheduled","withdrawnOMBprojected","withdrawnOMBactual","toMode2scheduled","toMode2projected","toMode2actual","resubmitOST2scheduled","resubmitOST2projected","resubmitOST2actual","toMode3scheduled","toMode3projected","toMode3actual","resubmitOST3scheduled","resubmitOST3projected","resubmitOST3actual","resubmitOMB2scheuled","resubmitOMB2projected","resubmitOMB2actual","clearOMBscheduled","clearOMBprojected","clearOMBactual","publicationapprovedscheduled","publicationapprovedprojected","publicationapprovedactual","publicationscheduled","publicationprojected","publicationactual","endcommentscheduled","endcommentprojected","endcommentactual","extcommentscheduled","extcommentprojected","extcommentactual","endcomment2scheduled","endcomment2projected","endcomment2actual","whydelay1","whydelay2","whydelay3","whydelay4","whydelay5","whydelay6","whydelay7","whydelay8","fedreg"
"1","Office of the Secretary",201007,"Popular Title: Accessibility-passenger vessels","Accessibility of Passenger Vessels to Individuals with Disabilities","Red","RIN 2105-AB87","Stage: Final Rule","Previous Stage: ANPRM: Publication Date 11/29/2004;End of Comment Period 03/28/2005;Publication Date for Extension of Comment Period 03/28/2005;End of Extended Comment Period 07/28/2005. NPRM: Publication Date 1/23/2007; End of Comment Period 4/23/2007; Extension of Comment Period 4/13/2007; End of Extended Comment Period 6/22/2007; Reopening of Comment Period 4/8/2006; End of Reopened Comment Period 4/23/2008.","Abstract: This rulemaking would address accessibility issues and propose feasible requirements to make passenger vessels accessible to, and usable by, individuals with disabilities.The Department«s Americans with Disabilities Act (ADA) final rule, published September 6, 1991, reserved portions of the rule concerning passenger vessels. The ADA covers passenger vessels, but issuing accessibility requirements for vessels involves complex issues unlike those affecting land transportation.","EU NAFTA","Foreign","","","","","","Prompting action: Statute","Legal Deadline: None",NA,NA,NA,NA,NA,"Rulemaking Project Initiated: 07/26/1990","Docket Number: OST-2007-26829",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Explanation for any delay: Unanticipated issues requiring further analysis Federal Register Citation for Final Rule: None      ","","","","","","Unanticipated issues requiring further analysis","","Federal Register Citation for Final Rule: None"
"2","Office of the Secretary",201007,"Popular Title: Aviation Data","Aviation Data Requirements Review and Modernization Program","Black","RIN 2105-AC71","Stage: Undetermined","Previous Stage: ANPRM: Publication Date 07/15/1998; End of Comment Period 09/14/1998; End of Reply Comment Period 10/13/1998. NPRM: Publication Date 02/17/2005;End of Comment Period 04/18/2005;Extension of Comment Period Publication Date 07/18/2005; End of Extended Comment Period 9/18/2005.","Abstract: This rulemaking requested public comments from reporting carriers and aviation data users on the nature, scope, source, and means for collecting, processing, and distributing airline traffic, fare, and financial data. Specifically, it invited comments on whether existing airline traffic, fare, and financial data should be amended, supplemented, or replaced;  whether selected forms and reports should be retained, modified, or eliminated; whether   OST should require all aviation data to be filed electronically; and how the aviation data system should be reengineered to enhance efficiency and to reduce costs for both the Department and the airline industry.","None","","","","","","","Prompting action: None","Legal Deadline: None",NA,NA,NA,NA,NA,"Rulemaking Project Initiated: 04/15/1998","Docket Number: OST-1998-4043",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Explanation for any delay: N/A Federal Register Citation for Undetermined: None      ","","","","","","","","Federal Register Citation for Undetermined: None"
"3","Office of the Secretary",201007,"Popular Title: SSI-TSA","Protection of Sensitive Security Information","Black","RIN 2105-AD59","Stage: Undetermined","Previous Stage: Interim Final Rule: Publication Date 05/18/2004; End of Comment Period 07/19/2004.","Abstract: This rulemaking would finalize a May 2004 interim final rule and respond to any comments received on that action. As of January 31, 2007, this rulemaking is on hold pending the receipt of additional information from DHS.","None","","","","","","","Prompting action: None","Legal Deadline: None",NA,NA,NA,NA,NA,"Rulemaking Project Initiated: 09/02/2002","Docket Number: TSA-2003-15569",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Explanation for any delay: N/A Federal Register Citation for Undetermined: None      ","","","","","","","","Federal Register Citation for Undetermined: None"
"4","Office of the Secretary",201007,"Popular Title: DPA","Prioritization and Allocation Authority Exercised By the Secretary of Transportation Under the Defense Production Act","Red","RIN 2105-AD83","Stage: NPRM","Previous Stage:None","Abstract: This rulemaking would clarify the prioritization and allocation authorities exercised by the Secretary of Transportation under the Defense Production Act (DPA). The DPA is the President«s primary authority to ensure timely availability of private sector resources for national defense. In addition to military and energy activities, the definition of ""national defense"" includes emergency preparedness activities conducted pursuant to Title   VI of The Robert T. Stafford Disaster Relief and Emergency Assistance Act and the protection and restoration of critical infrastructure. Under Title I of the DPA, the President has the authority to require the acceptance and prioritization of contracts and orders -- and to allocate materials, services, and facilities -- in support of the national defense. Under Section 201 of Executive Order 12919, the President has delegated these prioritization and allocation authorities to the Secretary of Transportation for all forms of civil transportation. In the 2009 DPA reauthorizition, Congress mandated that each Federal agency with delegated authority under Title I of the DPA develop final rules that establish standards and procedures for implementing its delegated authority in emergency and nonemergency conditons. Additionally, Congress mandated that, to the extent practacable, the rules be consistent and unifed. DOT is part of an interageny working group, along with the other delegated agencies, that is developing consistent unifed rules.","Information Collection","","","","","","","Prompting action: Statute","Legal Deadline: Final rule : 06/27/2010 Rulemaking Project Initiated: 01/07/2009 Docket Number:",NA,NA,NA,NA,NA,"Rulemaking Project Initiated: Unknown","Docket Number: Unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Explanation for any delay: Additional coordination necessary Federal Register Citation for NPRM: None      ","","","Additional coordination necessary","","","","","Federal Register Citation for NPRM: None"
"5","Office of the Secretary",201007,"Popular Title: Seat-Strapping","NPRM On the Use of the Seat-Strapping Method for Carrying a Wheelchair on an Aircraft","Red","RIN 2105-AD87","Stage: NPRM","Previous Stage: None","Abstract: This rulemaking would address whether carriers should be allowed to utilize the seat-strapping method to stow a passenger«s wheelchair in the aircraft cabin.","","","","","","","Regulatory Flexibility Act","Regulatory Flexibility Act Prompting action: None Legal Deadline: None","Legal Deadline: Unknown",NA,NA,NA,NA,NA,"Rulemaking Project Initiated: 04/30/2009","Docket Number: Dates for NPRM:",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Explanation for any delay: Additional coordination necessary Federal Register Citation for NPRM: None      ","","","Additional coordination necessary","","","","","Federal Register Citation for NPRM: None"
"6","Office of the Secretary",201007,"Popular Title: Stowage and Assistive Devices","Stowage of Wheelchairs, other mobility Aids and other Assistive Devices","Red","RIN 2105-AD90","Stage: NPRM","Previous Stage:None","Abstract: This rulemaking would amend 14 CFR Part 382 (Part 382) by including Subpart I (14 CFR 382.121-382.133) in the list of subparts with which a U.S. carrier must comply with respect to passengers traveling under its code on flights operated by a foreign carrier between two foreign points. This rulemaking would also amend Part 382 to eliminate the labeling requirements for FAA approved portable oxygen concentrators and specify that ventilators, respirators and Continuous Positive Airway Pressure (CPAP) machines must be allowed for use in the passenger cabin as long as they comply with applicable safety, security, and hazardous materials rules. In addition, this rule would amend the provision in Part 382 that allows carriers to require a passenger who wishes to use an FAA-approved portable oxygen concentrator in the aircraft cabin to provide a medical certificate dated within 10 days of the passenger«s initial flight.","EU NAFTA","Foreign","","","","","","Prompting action: None","Legal Deadline: None",NA,NA,NA,NA,NA,"Rulemaking Project Initiated: 03/02/2009","Docket Number: Dates for NPRM:",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Explanation for any delay: Unanticipated impacts requiring further analysis Federal Register Citation for NPRM: None      ","","","","","","","","Federal Register Citation for NPRM: None"
"7","Office of the Secretary",201007,"Popular Title: Accessibility of Airports","Accessibility of Airports","Red","RIN 2105-AD91","Stage: NPRM","Previous Stage: None","Abstract: The rulemaking would include new provisions related to service animal relief areas and closed captioning of televisions and audio-visual displays for airports that mirror the new requirements applicable to airlines set forth in the amended 14 CFR Part 382. It would also reorganize the provision in 49 CFR Part 27 regarding lifts used to transfer disabled passengers to and from the tarmac.","EU NAFTA","Foreign","","","","","","Prompting action: None","Legal Deadline: None",NA,NA,NA,NA,NA,"Rulemaking Project Initiated: 01/03/2009","Docket Number: Dates for NPRM:",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Explanation for any delay: Additional coordination necessary Federal Register Citation for NPRM: None      ","","","Additional coordination necessary","","","","","Federal Register Citation for NPRM: None"
"8","Office of the Secretary",201007,"Popular Title: Aviation Consumer Part 2","Enhancing Airline Passenger Protections - Part 2","Red","RIN 2105-AD92","Stage: NPRM","Previous Stage:None","Abstract: This rulemaking would enhance airline passenger protections by addressing the following areas:(1) contingency plans for lengthy tarmac delays; (2) reporting of tarmac delay data; (3) customer service plans; (4) notification to passengers of flight status changes; (5) inflation adjustment for denied boarding compensation; (6) alternative transportation for passengers on canceled flights; (7) opt-out provisions (e.g. travel insurance); (8) contract of carriage provisions; (9) baggage fees disclosure; and (10) full fare advertising.","","","","","","","Regulatory Flexibility Act","Regulatory Flexibility Act Prompting action: None Legal Deadline: None","Legal Deadline: Unknown",NA,NA,NA,NA,NA,"Rulemaking Project Initiated: 07/01/2008","Docket Number: 2007-0022",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Explanation for any delay: Unanticipated issues requiring further analysis Federal Register Citation for NPRM: 75 FR 32318      ","","","","","","Unanticipated issues requiring further analysis","","Federal Register Citation for NPRM: 75 FR 32318"
"9","Office of the Secretary",201007,"Popular Title: ACAA SNPRM","Carrier-Supplied Medical Oxygen, Service Animals, and Accessibility of Carrier Websites, Kiosks, and In-Flight Entertainment Systems","Green","RIN 2105-AD96","Stage: SNPRM","Previous Stage:None","Abstract: This rulemaking would fulfill a commitment made in the final rule amending the Air Carrier Access Act rules to develop an SNPRM seeking information from the public on: (1) the cost and technical issues involved in requiring carrier website accessibility; (2) whether automated kiosks operated by carriers in airports and elsewhere should be required to be accessible; (3) whether there are safety-related reasons for excluding service animals other than dogs that may be specific to foreign carriers; (4) whether the cost of requiring carriers to supply free in-flight medical oxygen would create an undue burden; and (5) whether providing high-contrast captioning on in-flight entertainment displays is technically and economically feasible.","None","","","","","","","Prompting action: None","Legal Deadline: None",NA,NA,NA,NA,NA,"Rulemaking Project Initiated: 09/15/2009","Docket Number: Dates for SNPRM:",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Explanation for any delay: N/A Federal Register Citation for SNPRM: None      ","","","","","","","","Federal Register Citation for SNPRM: None"
"10","Pipeline and Hazardous Materials Safety Administration",201007,"Popular Title: Package Inspection Authority","Hazardous Materials: Enforcement Regulations","Red","RIN 2137-AE13","Stage: Final Rule","Previous Stage: NPRM: Publication Date 10/02/2008;End of Comment Period 12/01/2008.","Abstract: Pursuant to a mandate in SAFETEA-LU (section 7118 of P.L. 109-59), this rulemaking would establish procedural regulations to implement authority provided to DOT to open packages believed to contain hazardous materials; remove such packages from transportation; gather information; order the package transported to a facility for examination and analysis; obtain assistance from qualified persons; and issue emergency restrictions, prohibitions, recalls, or out-of-service orders to abate an imminent hazard.","EU NAFTA","Foreign","","","","","","Prompting action: Statute","Legal Deadline: Temporary Rule : 10/11/2005 Final Rule : 08/10/2006",NA,NA,NA,NA,NA,"Rulemaking Project Initiated: 08/10/2005","Docket Number: PHMSA-2005-22356",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Explanation for any delay: Additional coordination necessary Federal Register Citation for Final Rule: None      ","","","Additional coordination necessary","","","","","Federal Register Citation for Final Rule: None"
