,agency,date,title,fulltitle,color,RIN,stage,PrevStage,abstract,effect1,effect2,effect3,effect4,effect5,effect6,effect7,prompt,legaldeadline1,legaldeadline2,legaldeadline3,legaldeadline4,legaldeadline5,legaldeadline6,initiated,docket,toOSTscheduled,toOSTprojected,toOSTactual,withdrawnOSTscheduled,withdrawnOSTprojected,withdrawnOSTactual,toModescheduled,toModeprojected,toModeactual,resubmitOSTscheduled,resubmitOSTprojected,resubmitOSTactual,toOMBscheduled,toOMBprojected,toOMBactual,withdrawnOMBscheduled,withdrawnOMBprojected,withdrawnOMBactual,toMode2scheduled,toMode2projected,toMode2actual,resubmitOST2scheduled,resubmitOST2projected,resubmitOST2actual,toMode3scheduled,toMode3projected,toMode3actual,resubmitOST3scheduled,resubmitOST3projected,resubmitOST3actual,resubmitOMB2scheuled,resubmitOMB2projected,resubmitOMB2actual,clearOMBscheduled,clearOMBprojected,clearOMBactual,publicationapprovedscheduled,publicationapprovedprojected,publicationapprovedactual,publicationscheduled,publicationprojected,publicationactual,endcommentscheduled,endcommentprojected,endcommentactual,extcommentscheduled,extcommentprojected,extcommentactual,endcomment2scheduled,endcomment2projected,endcomment2actual,whydelay1,whydelay2,whydelay3,whydelay4,whydelay5,whydelay6,whydelay7,whydelay8,fedreg
1,National Highway Traffic Safety Administration,201102,Popular Title: CAFE 2017 and Beyond,Passenger Car and Light Truck Corporate Average Fuel Economy Standards MYs 2017 and Beyond,Green,RIN 2127-AK79,Stage: Supplemental Notice of Intent,Previous Stage: Notice of Intent: Published 10/13/2010. Supplemental NOI published 12/8/10,"Abstract: This rulemaking would establish Corporate Average Fuel Economy (CAFE) standards for light trucks and passenger cars for model years 2017 and beyond. This rulemaking would respond to requirements of the Energy Policy and Conservation Act, as amended by the Energy Independence and Security Act of 2007. The statute requires that CAFE standards be prescribed separately for passenger automobiles and non-passenger automobiles to achieve a combined fleet fuel economy of at least 35 mpg by model year 2020. For model years 2021 and beyond, the statute requires that the average fuel economy required to be attained by each fleet of passenger and non-passenger automobiles be the maximum feasible for each model year. The law requires the standards be set at least 18 months prior to the start of the model year. On May 21, 2010, President Obama issued a memorandum directing NHTSA and EPA to conduct a joint rulemaking (NHTSA regulating fuel economy and EPA regulating greenhouse gas emissions), and to issue a Notice of Intent to Issue a Proposed Rule (NOI) by September 30, 2010.",Economically Significant,Major EIS EU,NAFTA,Foreign,,,,Prompting action: Statute,Legal Deadline: Final rule: : 04/01/2015 Rulemaking Project Initiated: 12/19/2007 Docket Number: NHTSA-2010-0131 Dates for Supplemental Notice of Intent:,NA,NA,NA,NA,NA,Rulemaking Project Initiated: Unknown,Docket Number: Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Explanation for any delay: N/A Federal Register Citation for Supplemental Notice of Intent: 75 FR 76337      ,,,,,,,,Federal Register Citation for Supplemental Notice of Intent: 75 FR 76337
2,National Highway Traffic Safety Administration,201102,Popular Title: Tire Fuel Efficiency Reconsideration,Tire Fuel Efficiency Petitions for Reconsideration,Black,RIN 2127-AK83,Stage: Reconsideration of Final Rule,Previous Stage:None,"Abstract: This rulemaking would address petitions for reconsideration the agency received on its final rule (75 FR 15893), published in response to requirements in the Energy Independence & Security Act of 2007 to establish a national tire fuel efficiency consumer information program for replacement tires designed for use on motor vehicles. On March 30, 2010, NHTSA published a final rule specifying the test procedures to be used to rate the performance of replacement passenger car tires for this new program. RMA petitioned on behalf of tire manufacturers on various technical aspects of the final rule, including reporting issues, format of data submitted, exempted tires, new ratings information, lead-time, and several items not finalized in the March final rule.",EU NAFTA,Foreign,,,,,,Prompting action: None,Legal Deadline: None,NA,NA,NA,NA,NA,Rulemaking Project Initiated: 01/14/2011,Docket Number:,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Explanation for any delay: N/A Federal Register Citation for Reconsideration of Final Rule: None      ,,,,,,,,Federal Register Citation for Reconsideration of Final Rule: None
3,Office of the Secretary,201102,Popular Title: Aviation Data,Aviation Data Requirements Review and Modernization Program,Black,RIN 2105-AC71,Stage: Withdrawal,Previous Stage: ANPRM: Publication Date 07/15/1998; End of Comment Period 09/14/1998; End of Reply Comment Period 10/13/1998. NPRM: Publication Date 02/17/2005;End of Comment Period 04/18/2005;Extension of Comment Period Publication Date 07/18/2005; End of Extended Comment Period 9/18/2005.,"Abstract: This rulemaking requested public comments from reporting carriers and aviation data users on the nature, scope, source, and means for collecting, processing, and distributing airline traffic, fare, and financial data. Specifically, it invited comments on whether existing airline traffic, fare, and financial data should be amended, supplemented, or replaced;  whether selected forms and reports should be retained, modified, or eliminated; whether   OST should require all aviation data to be filed electronically; and how the aviation data system should be reengineered to enhance efficiency and to reduce costs for both the Department and the airline industry.",None,,,,,,,Prompting action: None,Legal Deadline: None,NA,NA,NA,NA,NA,Rulemaking Project Initiated: 04/15/1998,Docket Number: OST-1998-4043,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Explanation for any delay: N/A Federal Register Citation for Withdrawal: None      ,,,,,,,,Federal Register Citation for Withdrawal: None
4,Office of the Secretary,201102,Popular Title: ADA Miscellaneous Amendments,"Transportation for Individuals with Disabilites"" Miscellaneous Amendments",Green,RIN 2105-AD54,Stage: Final Rule,Previous Stage: NPRM: Publication Date 02/27/2006; End of Comment Period 4/28/2006; Extension of Comment Period 5/1/2006; End of Extended Comment Period 7/28/2006.,"Abstract: This rulemaking would amend several regulations regarding rail station platform standards, reasonable modifications of policies and procedures, and pedestrian access; it would also codify existing DOT procedures for issuing interpretations and guidance.",None,,,,,,,Prompting action: None,Legal Deadline: None,NA,NA,NA,NA,NA,Rulemaking Project Initiated: 08/15/2005,Docket Number: OST-2006-23985,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Explanation for any delay: N/A Federal Register Citation for Final Rule: None      ,,,,,,,,Federal Register Citation for Final Rule: None
5,Office of the Secretary,201102,Popular Title: SSI-TSA,Protection of Sensitive Security Information,Red,RIN 2105-AD59,Stage: Final Rule,Previous Stage: Interim Final Rule: Publication Date 05/18/2004; End of Comment Period 07/19/2004.,Abstract: This rulemaking would finalize a May 2004 interim final rule and respond to any comments received on that action. This is a joint rulemaking between DOT and the Transportation Security Administration.,None,,,,,,,Prompting action: None,Legal Deadline: None,NA,NA,NA,NA,NA,Rulemaking Project Initiated: 09/02/2002,Docket Number: TSA-2003-15569,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Explanation for any delay: Additional coordination necessary Federal Register Citation for Final Rule: None      ,,,Additional coordination necessary,,,,,Federal Register Citation for Final Rule: None
6,Office of the Secretary,201102,Popular Title: DPA,Prioritization and Allocation Authority Exercised By the Secretary of Transportation Under the Defense Production Act,Red,RIN 2105-AD83,Stage: NPRM,Previous Stage:None,"Abstract: This rulemaking would clarify the prioritization and allocation authorities exercised by the Secretary of Transportation under the Defense Production Act (DPA). The DPA is the Presidentå«s primary authority to ensure timely availability of private sector resources for national defense. In addition to military and energy activities, the definition of ""national defense"" includes emergency preparedness activities conducted pursuant to Title   VI of The Robert T. Stafford Disaster Relief and Emergency Assistance Act and the protection and restoration of critical infrastructure. Under Title I of the DPA, the President has the authority to require the acceptance and prioritization of contracts and orders -- and to allocate materials, services, and facilities -- in support of the national defense. Under Section 201 of Executive Order 12919, the President has delegated these prioritization and allocation authorities to the Secretary of Transportation for all forms of civil transportation. In the 2009 DPA reauthorization legislation, Congress mandated that each Federal agency with delegated authority under Title I of the DPA develop final rules that establish standards and procedures for implementing its delegated authority in emergency and nonemergency conditons. Additionally, Congress mandated that, to the extent practacable, the rules be consistent and unifed. DOT is part of an interageny working group, along with the other delegated agencies, that is developing consistent unifed rules.",Information Collection,,,,,,,Prompting action: Statute,Legal Deadline: Final rule : 06/27/2010 Rulemaking Project Initiated: 01/07/2009 Docket Number:,NA,NA,NA,NA,NA,Rulemaking Project Initiated: Unknown,Docket Number: Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Explanation for any delay: Additional coordination necessary Federal Register Citation for NPRM: None      ,,,Additional coordination necessary,,,,,Federal Register Citation for NPRM: None
7,Office of the Secretary,201102,Popular Title: Seat-Strapping,Use of the Seat-Strapping Method for Carrying a Wheelchair on an Aircraft,Red,RIN 2105-AD87,Stage: NPRM,Previous Stage: None,Abstract: This rulemaking would address whether carriers should be allowed to utilize the seat-strapping method to stow a passengerå«s wheelchair in the aircraft cabin. This rulemaking was recently updgraded to significant.,,,,,,,Regulatory Flexibility Act,Regulatory Flexibility Act Prompting action: None Legal Deadline: None,Legal Deadline: Unknown,NA,NA,NA,NA,NA,Rulemaking Project Initiated: 04/30/2009,Docket Number: Dates for NPRM:,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Explanation for any delay: Additional coordination necessary Federal Register Citation for NPRM: None      ,,,Additional coordination necessary,,,,,Federal Register Citation for NPRM: None
8,Office of the Secretary,201102,Popular Title: Stowage and Assistive Devices,"Stowage of Wheelchairs, other mobility Aids and other Assistive Devices",Red,RIN 2105-AD90,Stage: NPRM,Previous Stage:None,"Abstract: This rulemaking would amend 14 CFR Part 382 (Part 382) by including Subpart I (14 CFR 382.121-382.133) in the list of subparts with which a U.S. carrier must comply with respect to passengers traveling under its code on flights operated by a foreign carrier between two foreign points. This rulemaking would also amend Part 382 to eliminate the labeling requirements for FAA approved portable oxygen concentrators and specify that ventilators, respirators and Continuous Positive Airway Pressure (CPAP) machines must be allowed for use in the passenger cabin as long as they comply with applicable safety, security, and hazardous materials rules. In addition, this rule would amend the provision in Part 382 that allows carriers to require a passenger who wishes to use an FAA-approved portable oxygen concentrator in the aircraft cabin to provide a medical certificate dated within 10 days of the passengerå«s initial flight.",EU NAFTA,Foreign,,,,,,Prompting action: None,Legal Deadline: None,NA,NA,NA,NA,NA,Rulemaking Project Initiated: 03/02/2009,Docket Number: Dates for NPRM:,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Explanation for any delay: Unanticipated impacts requiring further analysis Federal Register Citation for NPRM: None      ,,,,,,,,Federal Register Citation for NPRM: None
9,Office of the Secretary,201102,Popular Title: Accessibility of Airports,Accessibility of Airports,Red,RIN 2105-AD91,Stage: NPRM,Previous Stage: None,Abstract: The rulemaking would include new provisions related to service animal relief areas and closed captioning of televisions and audio-visual displays for airports that mirror the new requirements applicable to airlines set forth in the amended 14 CFR Part 382. It would also reorganize the provision in 49 CFR Part 27 regarding lifts used to transfer disabled passengers to and from the tarmac.,EU NAFTA,Foreign,,,,,,Prompting action: None,Legal Deadline: None,NA,NA,NA,NA,NA,Rulemaking Project Initiated: 01/03/2009,Docket Number: Dates for NPRM:,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Explanation for any delay: Additional coordination necessary Federal Register Citation for NPRM: None      ,,,Additional coordination necessary,,,,,Federal Register Citation for NPRM: None
10,Office of the Secretary,201102,Popular Title: Airline Consumer Protection Part 2,Enhancing Airline Passenger Protections - Part 2,Green,RIN 2105-AD92,Stage: Final Rule,Previous Stage: NPRM: Publication Date 6/8/2010; End of Comment Period 8/9/2010; Clarification to NPRM 6/25/2010; Extension of Comment Period 8/3/2010; End of Extended Comment Period 9/23/2010.,Abstract: This rulemaking would enhance airline passenger protections by addressing the following areas:(1) contingency plans for lengthy tarmac delays; (2) reporting of tarmac delay data; (3) customer service plans; (4) notification to passengers of flight status changes; (5) inflation adjustment for denied boarding compensation; (6) alternative transportation for passengers on canceled flights; (7) opt-out provisions (e.g. travel insurance); (8) contract of carriage provisions; (9) baggage fees disclosure; and (10) full fare advertising.,,,,,,,Regulatory Flexibility Act,Regulatory Flexibility Act Prompting action: None Legal Deadline: None,Legal Deadline: Unknown,NA,NA,NA,NA,NA,Rulemaking Project Initiated: 07/01/2008,Docket Number: 2007-0022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Explanation for any delay: N/A Federal Register Citation for Final Rule: None      ,,,,,,,,Federal Register Citation for Final Rule: None
