,agency,date,title,fulltitle,color,RIN,stage,PrevStage,abstract,effect1,effect2,effect3,effect4,effect5,effect6,effect7,prompt,legaldeadline1,legaldeadline2,legaldeadline3,legaldeadline4,legaldeadline5,legaldeadline6,initiated,docket,toOSTscheduled,toOSTprojected,toOSTactual,withdrawnOSTscheduled,withdrawnOSTprojected,withdrawnOSTactual,toModescheduled,toModeprojected,toModeactual,resubmitOSTscheduled,resubmitOSTprojected,resubmitOSTactual,toOMBscheduled,toOMBprojected,toOMBactual,withdrawnOMBscheduled,withdrawnOMBprojected,withdrawnOMBactual,toMode2scheduled,toMode2projected,toMode2actual,resubmitOST2scheduled,resubmitOST2projected,resubmitOST2actual,toMode3scheduled,toMode3projected,toMode3actual,resubmitOST3scheduled,resubmitOST3projected,resubmitOST3actual,resubmitOMB2scheuled,resubmitOMB2projected,resubmitOMB2actual,clearOMBscheduled,clearOMBprojected,clearOMBactual,publicationapprovedscheduled,publicationapprovedprojected,publicationapprovedactual,publicationscheduled,publicationprojected,publicationactual,endcommentscheduled,endcommentprojected,endcommentactual,extcommentscheduled,extcommentprojected,extcommentactual,endcomment2scheduled,endcomment2projected,endcomment2actual,whydelay1,whydelay2,whydelay3,whydelay4,whydelay5,whydelay6,whydelay7,whydelay8,fedreg
1,Federal Aviation Administration,200903,Popular Title: Aging Aircraft Widespread Fatigue,Aging Aircraft Program (Widespread Fatigue Damage),Red,RIN 2120-AI05,Stage: Final Rule,Previous Stage: NPRM: Publication Date 4/18/2006; End of Comment Period 7/17/2006; Extended Comment Period 7/17/2006; End of Extended Comment Period 9/18/2006.,"Abstract: This rulemaking would require design approval holders to establish limits of validity (LOVs) of the engineering data that support the maintenance programs for certain transport category airplanes, and it would require them to determine if maintenance actions are needed to prevent widespread fatigue damage before an airplane reaches its LOV. This rulemaking would require operators of any affected airplane to incorporate the LOV into the airworthiness limitations section of the instructions for continued airworthiness. This rulemaking would also prohibit operation of an affected airplane beyond the LOV, unless an operator has incorporated an extended LOV and any necessary service information into its maintenance program.",EU NAFTA,,,,,,Foreign,Foreign Prompting action: None Legal Deadline: None,Legal Deadline: Unknown,NA,NA,NA,NA,NA,Rulemaking Project Initiated: 02/14/2004,Docket Number: FAA-2006-24281,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Explanation for any delay: Unanticipated issues requiring further analysis Federal Register Citation for Final Rule: None      ,,,,,,Unanticipated issues requiring further analysis,,Federal Register Citation for Final Rule: None
2,Federal Aviation Administration,200903,Popular Title: Part 145,Part 145: Repair Stations--Ratings and Quality System,Green,RIN 2120-AI53,Stage: Withdrawal,Previous Stage: NPRM: Publication Date 12/01/2006; End of Comment Period 03/01/2007; Extended Comment Period Publication Date 02/27/2007; End of Extended Comment Period Date 03/01/2007,"Abstract: The rulemaking would withdraw a previously published Notice of proposed rulemaking (NPRM). The NPRM proposed to revise the system of ratings and require repair stations to establish a quality program. The NPRM also proposed to require each repair station to maintain a capability list, designate a chief  inspector, and have permanent housing for facilities, equipment, materials, and personnel. The proposal would have specified additional instances where the FAA may deny a repair station certificate, and clarified some existing repair station regulations. We are withdrawing the NPRM, because we have determined that it does  not adequately address the current repair station environment and because of the significant issues commenters raised.",EU NAFTA,,,,,,Foreign,Foreign Prompting action: None Legal Deadline: None,Legal Deadline: Unknown,NA,NA,NA,NA,NA,Rulemaking Project Initiated: 09/18/2001,Docket Number: FAA-2006-26408,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Explanation for any delay: N/A Federal Register Citation for Withdrawal: None      ,,,,,,,,Federal Register Citation for Withdrawal: None
3,Federal Aviation Administration,200903,Popular Title: Production and Airworthiness Approvals,Production and Airworthiness Approvals,Red,RIN 2120-AI78,Stage: Final Rule,Previous Stage: NPRM: Publication Date 10/05/2006; End of Comment Period 01/03/2007; Extended Comment Period Publication Date 12/20/06; Extended Comment Period Date 02/05/2007,"Abstract: This rulemaking would change certification procedures and identification requirements for aeronautical products and parts. The changes would address standardizing requirements for production approval holders; requiring production approval holders to issue airworthiness approvals for aircraft engines, propellers, and other aviation parts; requiring manufacturers to mark all parts and components; and revising export airworthiness approval requirements to facilitate global manufacturing. The intent of these changes is to promote safety by ensuring that aircraft, and parts designed specifically for use in aircraft, wherever manufactured, meet applicable standards. This action is also necessary to update our regulations to reflect the current global aircraft and aircraft parts manufacturing environment. Some of the information reported here, under RIN 2120-AI78, was inadvertently included. It pertains to RIN 2120-AJ44. The rulemaking under RIN 2120-AI78 was published on 11/23/2007 and became effective on 1/14/2008. Rulemaking 2120-AI78 is complete and will not be on the next report.",Regulatory Flexibility Act Information Collection,,,,,,,Prompting action: None,Legal Deadline: None,NA,NA,NA,NA,NA,Rulemaking Project Initiated: 06/04/2001,Docket Number: Dates for Final Rule:,10/27/08,1/16/09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11/28/08,3/16/09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2/26/09,6/16/09,NA,NA,NA,NA,3/13/09,6/30/09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Explanation for any delay: Additional coordination necessary ,,,Additional coordination necessary,,,,,Federal Register Citation for Final Rule: None
4,Federal Aviation Administration,200903,Popular Title: VLJ,Commuter Operations in Very Light Jets (VLJs),Red,RIN 2120-AI84,Stage: NPRM,Previous Stage:None,"Abstract: This rulemaking would establish a rule to allow passenger-carrying commuter operations to be conducted under the provisions of part 135 using multiengine turbojets, certificated under either part 23 or part 25, configured with 9 or fewer passenger seats. The rulemaking would allow multiengine turbojet operators to provide commuter service to the traveling public, thus accommodating new techonologies and a new generation of turbojet airplanes that otherwise would not be allowed in part 135 commuter service. Since 1995, turbojets used in scheduled operations must operate under the provisions of part 121. This current rulemaking resulted, in part, from recommendations from the Aviation Rulemaking Committee for parts 14 CFR 135/125 and covers pilot crew, equipment, training, and dispatch requirements for the safe operation of this new generation airplane.",Regulatory Flexibility Act,,,,,,,Prompting action: None,Legal Deadline: None,NA,NA,NA,NA,NA,Rulemaking Project Initiated: 03/15/2006,Docket Number: Dates for NPRM:,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Explanation for any delay: Additional coordination necessary Federal Register Citation for NPRM: None      ,,,Additional coordination necessary,,,,,Federal Register Citation for NPRM: None
5,Federal Aviation Administration,200903,Popular Title: Re-registration & Renewal of Aircraft Registration,Re-registration and Renewal of Aircraft Registration,Green,RIN 2120-AI89,Stage: Final Rule,Previous Stage: NPRM: Publication Date 2/28/2008; End of Comment Period 8/28/2008,"Abstract: This rulemaking would amend requirements concerning the registration of aircraft. The rulemaking is based on the need to increase and maintain the accuracy of aircraft registration information in the Civil Aviation Registry. This rulemaking would ensure aircraft owners periodically provide information regarding changes in registration. The rulemaking would respond to the concerns of law enforcement and other government agencies and would provide more accurate, up-to-date aircraft registration information to all users of the Civil Aviation Registry database.",,,,,,,Information Collection,Information Collection Prompting action: None Legal Deadline: None,Legal Deadline: Unknown,NA,NA,NA,NA,NA,Rulemaking Project Initiated: 11/30/2004,Docket Number: FAA-2008-0188,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Explanation for any delay: N/A Federal Register Citation for Final Rule: None      ,,,,,,,,Federal Register Citation for Final Rule: None
6,Federal Aviation Administration,200903,Popular Title: Activation of Ice Protection,Activation of Ice Protection,Red,RIN 2120-AI90,Stage: Final Rule,Previous Stage: NPRM: Publication Date 04/26/2007; End of Comment Period 07/25/2007,"Abstract: This rulemaking would amend the airworthiness standards applicable to transport category airplanes certificated for flight in icing conditions. The standards would require a means to ensure timely activation of the airframe ice protection system. This rulemaking is the result of information gathered from a review of icing accidents and incidents, and is intended to improve the level of safety for new airplane designs when operating in icing conditions.",EU NAFTA,,,,,,Foreign,Foreign Prompting action: None Legal Deadline: None,Legal Deadline: Unknown,NA,NA,NA,NA,NA,Rulemaking Project Initiated: 03/28/2006,Docket Number: FAA-2007-27653,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Explanation for any delay: Additional coordination necessary Federal Register Citation for Final Rule: None      ,,,Additional coordination necessary,,,,,Federal Register Citation for Final Rule: None
7,Federal Aviation Administration,200903,Popular Title: ADS-B,Automatic Dependent Surveillance - Broadcast (ADS-B) Equipage Mandate To Support Air Traffic Control Service,Green,RIN 2120-AI92,Stage: Final Rule,Previous Stage: NPRM: Publication Date 10/05/2007; End of Comment Period 11/19/07; Comment Period Extended 01/03/2008; End of Extended Comment Period 03/03/2008.,"Abstract: This rulemaking would require Automatic Dependent Surveillance - Broadcast (ADS-B) Out equipment on aircraft to operate in certain classes of airspace within the United States National Airspace System. The rulemaking is necessary to accommodate the expected increase in demand for air transportation, as described in the Next Generation Air Transportation System Integrated Plan. The intended effect of this rule is to provide the Federal Aviation Administration with a comprehensive surveillance system that accommodates the anticipated increase in operations and would provide a platform for additional flight applications and services.",Economically Significant Major,Regulatory Flexibility Act EU,NAFTA,,,,Foreign,Foreign Prompting action: None Legal Deadline: None,Legal Deadline: Unknown,NA,NA,NA,NA,NA,Rulemaking Project Initiated: 09/26/2006,Docket Number: FAA-2007-29305,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Explanation for any delay: N/A Federal Register Citation for Final Rule: None      ,,,,,,,,Federal Register Citation for Final Rule: None
8,Federal Aviation Administration,200903,Popular Title: Duty Limitations And Rest Requirements,Flight Crewmember Duty Limitations and Rest Requirements,Black,RIN 2120-AI93,Stage: Undetermined,Previous Stage: NPRM: Publication Date 12/20/1995; End of Comment Period 03/19/1996; Comment Period Extended 3/20/1996; End of Extended Comment Period 6/19/1996.,"Abstract: This rulemaking would amend the regulations on duty period limitations, flight time limitations, and rest requirements for flight crewmembers engaged in air transportation. The changes would respond to the  need to ensure that the rules will continue to provide the minimum level of safety. This rulemaking responds to public and congressional interest in regulating flight crewmember rest requirements, NTSB Safety Recommendations, petitions for rulemaking, and scientific data. This action is considered significant because  of substantial public interest. The FAA is considering proposing additional changes in response to comments received on the NPRM.",Economically Significant Major,Unfunded Mandate Regulatory Flexibility Act,,,,,,Prompting action: None,Legal Deadline: None,NA,NA,NA,NA,NA,Rulemaking Project Initiated: 11/28/1995,Docket Number:,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Explanation for any delay: N/A Federal Register Citation for Undetermined: None      ,,,,,,,,Federal Register Citation for Undetermined: None
9,Federal Aviation Administration,200903,"Popular Title: Part 121, Subparts N and O","Qualification, Service, and Use of Crewmembers and Aircraft Dispatchers",Red,RIN 2120-AJ00,Stage: NPRM,Previous Stage:None,"Abstract: This rulemaking would amend the regulations for crewmember and dispatcher training programs in domestic, flag, and supplemental operations. The rulemaking would enhance traditional training programs by requiring the use of flight simulation training devices for flight crewmembers and including additional training requirements in areas that are critical to safety. The rulemaking would also reorganize and revise the qualification and training requirements. The changes are intended to contribute significantly to reducing aviation accidents.",Regulatory Flexibility Act Information Collection,,,,,,,Prompting action: None,Legal Deadline: None,NA,NA,NA,NA,NA,Rulemaking Project Initiated: 03/12/1999,Docket Number: FAA-2008-0677,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Explanation for any delay: Additional coordination necessary Federal Register Citation for NPRM: 74 FR 1280      ,,,Additional coordination necessary,,,,,Federal Register Citation for NPRM: 74 FR 1280
10,Federal Aviation Administration,200903,Popular Title: Age 65,Part 121 Pilot Age Limit,Red,RIN 2120-AJ01,Stage: Final Rule,Previous Stage:None,"Abstract: This rulemaking would correct the language of the Code of Federal Regulations to bring it into conformance with recent legislation raising the upper age limit for pilots serving in domestic, flag, and supplemental operations until they reach their 65th birthday. Congress enacted legislation, effective December 13, 2007, mandating an Age-65 limit for pilots for purposes of Title 49 USC.",Economically Significant Major,,,,,,,Prompting action: None,Legal Deadline: None,NA,NA,NA,NA,NA,Rulemaking Project Initiated: 01/30/2007,Docket Number: FAA-2006-26139,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Explanation for any delay: Additional coordination necessary Federal Register Citation for Final Rule: None      ,,,Additional coordination necessary,,,,,Federal Register Citation for Final Rule: None
