,agency,date,title,fulltitle,color,RIN,stage,PrevStage,abstract,effect1,effect2,effect3,effect4,effect5,effect6,effect7,prompt,legaldeadline1,legaldeadline2,legaldeadline3,legaldeadline4,legaldeadline5,legaldeadline6,initiated,docket,toOSTscheduled,toOSTprojected,toOSTactual,withdrawnOSTscheduled,withdrawnOSTprojected,withdrawnOSTactual,toModescheduled,toModeprojected,toModeactual,resubmitOSTscheduled,resubmitOSTprojected,resubmitOSTactual,toOMBscheduled,toOMBprojected,toOMBactual,withdrawnOMBscheduled,withdrawnOMBprojected,withdrawnOMBactual,toMode2scheduled,toMode2projected,toMode2actual,resubmitOST2scheduled,resubmitOST2projected,resubmitOST2actual,toMode3scheduled,toMode3projected,toMode3actual,resubmitOST3scheduled,resubmitOST3projected,resubmitOST3actual,resubmitOMB2scheuled,resubmitOMB2projected,resubmitOMB2actual,clearOMBscheduled,clearOMBprojected,clearOMBactual,publicationapprovedscheduled,publicationapprovedprojected,publicationapprovedactual,publicationscheduled,publicationprojected,publicationactual,endcommentscheduled,endcommentprojected,endcommentactual,extcommentscheduled,extcommentprojected,extcommentactual,endcomment2scheduled,endcomment2projected,endcomment2actual,whydelay1,whydelay2,whydelay3,whydelay4,whydelay5,whydelay6,whydelay7,whydelay8,fedreg
1,Federal Aviation Administration,200901,Popular Title: Digital Flight Data Recorder/B-737,Revisions to Digital Flight Data Recorder Regulations for B-737 Airplanes and for Part 125 Operators,Red,RIN 2120-AG87,Stage: Final Rule,Previous Stage: NPRM: Publication Date 11/18/1999; End of Comment Period 12/20/1999; SNPRM Publication Date 09/05/06; End of Comment Period 12/04/06,"Abstract: This rulemaking would amend the regulations governing flight data recorders to increase the number of digital flight data recorder parameters for all Boeing 737 series airplanes manufactured after August 18, 2000. This change is based on safety recommendations from the National Transportation Safety Board following its investigations of two accidents and several incidents involving 737s. This rulemaking would also adopt a prohibition on deviations from flight recorder requirements for all airplanes operated under part 125.",None,,,,,,,Prompting action: None,Legal Deadline: None,NA,NA,NA,NA,NA,Rulemaking Project Initiated: 02/15/1999,Docket Number: FAA-1999-6482,5/29/00,11/3/00,10/25/00,NA,NA,NA,NA,NA,NA,NA,NA,NA,6/28/00,12/4/00,12/26/00,NA,NA,NA,NA,NA,9/18/01,NA,4/30/04,5/4/04,NA,NA,9/8/08,NA,12/1/04,11/8/04,,9/21/08,9/5/08,7/28/00,12/5/08,10/31/05,NA,NA,NA,8/11/00,12/15/08,12/2/08,NA,NA,NA,NA,NA,NA,NA,NA,NA,Explanation for any delay: Unanticipated issues requiring further analysis ,,,,,,Unanticipated issues requiring further analysis,,Federal Register Citation for Final Rule: 73 FR 73171
2,Federal Aviation Administration,200901,Popular Title: Aging Aircraft Widespread Fatigue,Aging Aircraft Program (Widespread Fatigue Damage),Red,RIN 2120-AI05,Stage: Final Rule,Previous Stage: NPRM: Publication Date 4/18/2006; End of Comment Period 7/17/2006; Extended Comment Period 7/17/2006; End of Extended Comment Period 9/18/2006.,"Abstract: This rulemaking would require design approval holders to establish limits of validity (LOVs) of the engineering data that support the maintenance programs for certain transport category airplanes, and it would require them to determine if maintenance actions are needed to prevent widespread fatigue damage before an airplane reaches its LOV. This rulemaking would require operators of any affected airplane to incorporate the LOV into the airworthiness limitations section of the instructions for continued airworthiness. This rulemaking would also prohibit operation of an affected airplane beyond the LOV, unless an operator has incorporated an extended LOV and any necessary service information into its maintenance program.",EU NAFTA,,,,,,Foreign,Foreign Prompting action: None Legal Deadline: None,Legal Deadline: Unknown,NA,NA,NA,NA,NA,Rulemaking Project Initiated: 02/14/2004,Docket Number: FAA-2006-24281,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Explanation for any delay: Unanticipated issues requiring further analysis Federal Register Citation for Final Rule: None      ,,,,,,Unanticipated issues requiring further analysis,,Federal Register Citation for Final Rule: None
3,Federal Aviation Administration,200901,Popular Title: DC Flight Rules,"Washington, DC, Metropolitan Area Special Flight Rules Area",Green,RIN 2120-AI17,Stage: Final Rule,Previous Stage: NPRM: Publication Date: 08/04/2005; End of Comment Period 11/02/2005; Publication Date for Extension of Comment Period 11/07/2005; End of Extended Comment Period 02/06/2006.,"Abstract: This rulemaking would codify restrictions for certain aircraft operations in the Washington, DC, Metropolitan Area. This action is necessary because of the ongoing threat of terrorist attacks. The FAA intends by this action to help the Department of Homeland Security and the Department of Defense protect national assets in the National Capital region. We are developing the rule in conjunction with the Department of Defense and Department of Homeland Security.",Economically Significant Major,Regulatory Flexibility Act,,,,,,Prompting action: None,Legal Deadline: None,NA,NA,NA,NA,NA,Rulemaking Project Initiated: 08/18/2003,Docket Number: FAA-2004-17005,5/14/07,2/20/09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6/20/07,3/20/09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9/20/07,6/19/09,NA,NA,NA,NA,9/28/07,6/30/09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Explanation for any delay: N/A ,,,,,,,,Federal Register Citation for Final Rule: 73 FR 76195
4,Federal Aviation Administration,200901,Popular Title: Part 145,Part 145: Repair Stations--Ratings and Quality System,Red,RIN 2120-AI53,Stage: Final Rule,Previous Stage:None,"Abstract: This rulemaking would amend the regulations for repair stations by revising the system of ratings and requiring repair stations to establish a quality program. This rulemaking would add changes critical to maintaining safety. These include: requiring a repair station to maintain a capability list; requiring a repair station to designate a chief inspector; requiring permanent housing for all repair stations for their facilities, equipment, materials, and personnel; and identifying reasons for denying a repair station certificate, especially when a previously held certificate has been revoked. In addition, the rulemaking would clarify recent revisions to the repair station regulations. This action is necessary to reflect changes in aviation technology and repair station business practices.",EU NAFTA,,,,,,Foreign,Foreign Prompting action: None Legal Deadline: None,Legal Deadline: Unknown,NA,NA,NA,NA,NA,Rulemaking Project Initiated: 09/18/2001,Docket Number: FAA-2006-26408,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Explanation for any delay: Awaiting development of additional data Federal Register Citation for Final Rule: None      ,,,,,,,,Federal Register Citation for Final Rule: None
5,Federal Aviation Administration,200901,Popular Title: Production and Airworthiness Approvals,Production and Airworthiness Approvals,Red,RIN 2120-AI78,Stage: Final Rule,Previous Stage: NPRM: Publication Date 10/05/2006; End of Comment Period 01/03/2007; Extended Comment Period Publication Date 12/20/06; Extended Comment Period Date 02/05/2007,"Abstract: This rulemaking would change certification procedures and identification requirements for aeronautical products and parts. The changes would address standardizing requirements for production approval holders; requiring production approval holders to issue airworthiness approvals for aircraft engines, propellers, and other aviation parts; requiring manufacturers to mark all parts and components; and revising export airworthiness approval requirements to facilitate global manufacturing. The intent of these changes is to promote safety by ensuring that aircraft, and parts designed specifically for use in aircraft, wherever manufactured, meet applicable standards. This action is also necessary to update our regulations to reflect the current gobal aircraft and aircraft parts manufacturing environment.",Regulatory Flexibility Act Information Collection,,,,,,,Prompting action: None,Legal Deadline: None,NA,NA,NA,NA,NA,Rulemaking Project Initiated: 06/04/2001,Docket Number:,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Explanation for any delay: Additional coordination necessary Federal Register Citation for Final Rule: None      ,,,Additional coordination necessary,,,,,Federal Register Citation for Final Rule: None
6,Federal Aviation Administration,200901,Popular Title: VLJ,Commuter Operations in Very Light Jets (VLJs),Red,RIN 2120-AI84,Stage: NPRM,Previous Stage:None,"Abstract: This rulemaking would establish a rule to allow passenger-carrying commuter operations to be conducted under the provisions of part 135 using multiengine turbojets, certificated under either part 23 or part 25, configured with 9 or fewer passenger seats. The rulemaking would allow multiengine turbojet operators to provide commuter service to the traveling public, thus accommodating new techonologies and a new generation of turbojet airplanes that otherwise would not be allowed in part 135 commuter service. Since 1995, turbojets used in scheduled operations must operate under the provisions of part 121. This current rulemaking resulted, in part, from recommendations from the Aviation Rulemaking Committee for parts 14 CFR 135/125 and covers pilot crew, equipment, training, and dispatch requirements for the safe operation of this new generation airplane.",None,,,,,,,Prompting action: None,Legal Deadline: None,NA,NA,NA,NA,NA,Rulemaking Project Initiated: 03/15/2006,Docket Number:,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Explanation for any delay: Additional coordination necessary Federal Register Citation for NPRM: None      ,,,Additional coordination necessary,,,,,Federal Register Citation for NPRM: None
7,Federal Aviation Administration,200901,Popular Title: Re-registration & Renewal of Aircraft Registration,Re-registration and Renewal of Aircraft Registration,Black,RIN 2120-AI89,Stage: Undetermined,Previous Stage: NPRM: Publication Date 2/28/2008; End of Comment Period 8/28/2008,"Abstract: This rulemaking would amend requirements concerning the registration of aircraft. The rulemaking is based on the need to increase and maintain the accuracy of aircraft registration information in the Civil Aviation Registry. This rulemaking would ensure aircraft owners periodically provide information regarding changes in registration. The rulemaking would respond to the concerns of law enforcement and other government agencies and would provide more accurate, up-to-date aircraft registration information to all users of the Civil Aviation Registry database.",,,,,,,Information Collection,Information Collection Prompting action: None Legal Deadline: None,Legal Deadline: Unknown,NA,NA,NA,NA,NA,Rulemaking Project Initiated: 11/30/2004,Docket Number: FAA-2008-0188,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Explanation for any delay: N/ Federal Register Citation for Undetermined: None      ,,,,,,,,Federal Register Citation for Undetermined: None
8,Federal Aviation Administration,200901,Popular Title: Activation of Ice Protection,Activation of Ice Protection,Black,RIN 2120-AI90,Stage: Final Rule,Previous Stage: NPRM: Publication Date 04/26/2007; End of Comment Period 07/25/2007,"Abstract: This rulemaking would amend the airworthiness standards applicable to transport category airplanes certificated for flight in icing conditions. The standards would require a means to ensure timely activation of the airframe ice protection system. This rulemaking is the result of information gathered from a review of icing accidents and incidents, and is intended to improve the level of safety for new airplane designs when operating in icing conditions.",EU NAFTA,,,,,,Foreign,Foreign Prompting action: None Legal Deadline: None,Legal Deadline: Unknown,NA,NA,NA,NA,NA,Rulemaking Project Initiated: 03/28/2006,Docket Number: FAA-2007-27653,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Explanation for any delay: N/ Federal Register Citation for Final Rule: None      ,,,,,,,,Federal Register Citation for Final Rule: None
9,Federal Aviation Administration,200901,Popular Title: ADS-B,Automatic Dependent Surveillance - Broadcast (ADS-B) Equipage Mandate To Support Air Traffic Control Service,Black,RIN 2120-AI92,Stage: Undetermined,Previous Stage: NPRM: Publication Date 10/05/2007; End of Comment Period 11/19/07; Comment Period Extended 01/03/2008; End of Extended Comment Period 03/03/2008.,"Abstract: This rulemaking would require Automatic Dependent Surveillance - Broadcast (ADS-B) Out equipment on aircraft to operate in certain classes of airspace within the United States National Airspace System. The rulemaking is necessary to accommodate the expected increase in demand for air transportation, as described in the Next Generation Air Transportation System Integrated Plan. The intended effect of this rule is to provide the Federal Aviation Administration with a comprehensive surveillance system that accommodates the anticipated increase in operations and would provide a platform for additional flight applications and services.",Economically Significant Major,Regulatory Flexibility Act EU,NAFTA,Foreign,,,,Prompting action: None,Legal Deadline: None,NA,NA,NA,NA,NA,Rulemaking Project Initiated: 09/26/2006,Docket Number: FAA-2007-29305,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Explanation for any delay: N/ Federal Register Citation for Undetermined: None      ,,,,,,,,Federal Register Citation for Undetermined: None
10,Federal Aviation Administration,200901,Popular Title: Duty Limitations And Rest Requirements,Flight Crewmember Duty Limitations and Rest Requirements,Black,RIN 2120-AI93,Stage: Undetermined,Previous Stage: NPRM: Publication Date 12/20/1995; End of Comment Period 03/19/1996; Comment Period Extended 3/20/1996; End of Extended Comment Period 6/19/1996.,"Abstract: This rulemaking would amend the regulations on duty period limitations, flight time limitations, and rest requirements for flight crewmembers engaged in air transportation. The changes would respond to the need to ensure that the rules will continue to provide the minimum level of safety. This rulemaking responds to public and congressional interest in regulating flight crewmember rest requirements, NTSB Safety Recommendations, petitions for rulemaking, and scientific data. This action is considered significant because of substantial public interest. The FAA is considering proposing additional changes in response to comments received on the NPRM.",Economically Significant Major,Unfunded Mandate Regulatory Flexibility Act,,,,,,Prompting action: None,Legal Deadline: None,NA,NA,NA,NA,NA,Rulemaking Project Initiated: 11/28/1995,Docket Number:,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Explanation for any delay: N/ Federal Register Citation for Undetermined: None      ,,,,,,,,Federal Register Citation for Undetermined: None
