,agency,date,title,fulltitle,color,RIN,stage,PrevStage,abstract,effect1,effect2,effect3,effect4,effect5,effect6,effect7,prompt,legaldeadline1,legaldeadline2,legaldeadline3,legaldeadline4,legaldeadline5,legaldeadline6,initiated,docket,toOSTscheduled,toOSTprojected,toOSTactual,withdrawnOSTscheduled,withdrawnOSTprojected,withdrawnOSTactual,toModescheduled,toModeprojected,toModeactual,resubmitOSTscheduled,resubmitOSTprojected,resubmitOSTactual,toOMBscheduled,toOMBprojected,toOMBactual,withdrawnOMBscheduled,withdrawnOMBprojected,withdrawnOMBactual,toMode2scheduled,toMode2projected,toMode2actual,resubmitOST2scheduled,resubmitOST2projected,resubmitOST2actual,toMode3scheduled,toMode3projected,toMode3actual,resubmitOST3scheduled,resubmitOST3projected,resubmitOST3actual,resubmitOMB2scheuled,resubmitOMB2projected,resubmitOMB2actual,clearOMBscheduled,clearOMBprojected,clearOMBactual,publicationapprovedscheduled,publicationapprovedprojected,publicationapprovedactual,publicationscheduled,publicationprojected,publicationactual,endcommentscheduled,endcommentprojected,endcommentactual,extcommentscheduled,extcommentprojected,extcommentactual,endcomment2scheduled,endcomment2projected,endcomment2actual,whydelay1,whydelay2,whydelay3,whydelay4,whydelay5,whydelay6,whydelay7,whydelay8,fedreg
1,Federal Aviation Administration,201101,Popular Title: Aging Aircraft Widespread Fatigue,Aging Aircraft Program (Widespread Fatigue Damage),Red,RIN 2120-AI05,Stage: Final Rule,Previous Stage: NPRM: Publication Date 4/18/2006; End of Comment Period 7/17/2006; Extended Comment Period 7/17/2006; End of Extended Comment Period 9/18/2006.,"Abstract: This rulemaking would require design approval holders to establish limits of validity (LOVs) of the engineering data that support the maintenance programs for certain transport category airplanes, and it would require them to determine if maintenance actions are needed to prevent widespread fatigue damage before an airplane reaches its LOV. This rulemaking would require operators of any affected airplane to incorporate the LOV into the airworthiness limitations section of the instructions for continued airworthiness. This rulemaking would also prohibit operation of an affected airplane beyond the LOV, unless an operator has incorporated an extended LOV and any necessary service information into its maintenance program.",EU NAFTA,Foreign,,,,,,Prompting action: None,Legal Deadline: None,NA,NA,NA,NA,NA,Rulemaking Project Initiated: 02/14/2004,Docket Number: FAA-2006-24281,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Explanation for any delay: Additional coordination necessary Federal Register Citation for Final Rule: 75 FR 69746      ,,,Additional coordination necessary,,,,,Federal Register Citation for Final Rule: 75 FR 69746
2,Federal Aviation Administration,201101,Popular Title: VLJ,Commuter Operations in Very Light Jets (VLJs),Green,RIN 2120-AI84,Stage: NPRM,Previous Stage:None,"Abstract: This rulemaking would establish a rule to allow passenger-carrying commuter operations to be conducted under the provisions of part 135 using multiengine turbojets, certificated under either part 23 or part 25, configured with 9 or fewer passenger seats. The rulemaking would allow multiengine turbojet operators to provide commuter service to the traveling public, thus accommodating new techonologies and a new generation of turbojet airplanes that otherwise would not be allowed in part 135 commuter service. Since 1995, turbojets used in scheduled operations must operate under the provisions of part 121. This current rulemaking resulted, in part, from recommendations from the Aviation Rulemaking Committee for parts 14 CFR 135/125 and covers pilot crew, equipment, training, and dispatch requirements for the safe operation of this new generation airplane. An earlier internet report listed this item as an NPRM with a scheduled publication date of 10/20/09. FAA has decided to terminate this rulemaking.",,,,,,,Regulatory Flexibility Act,Regulatory Flexibility Act Prompting action: None Legal Deadline: None,Legal Deadline: Unknown,NA,NA,NA,NA,NA,Rulemaking Project Initiated: 03/15/2006,Docket Number: Dates for NPRM:,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Explanation for any delay: N/A Federal Register Citation for NPRM: None      ,,,,,,,,Federal Register Citation for NPRM: None
3,Federal Aviation Administration,201101,"Popular Title: Part 121, Subparts N and O","Qualification, Service, and Use of Crewmembers and Aircraft Dispatchers",Red,RIN 2120-AJ00,Stage: SNPRM,Previous Stage: NPRM: Publication Date 01/12/2009;End of Comment Period 05/12/2009;Extension of Comment Period 04/20/2009;End of Extension of Comment Period 08/10/2009.,"Abstract: This rulemaking would amend the regulations for crewmember and dispatcher training programs in domestic, flag, and supplemental operations. The rulemaking would enhance traditional training programs by requiring the use of flight simulation training devices for flight crewmembers and including additional training requirements in areas that are critical to safety. The rulemaking would also reorganize and revise the qualification and training requirements. The changes are intended to contribute significantly to reducing aviation accidents.",Economically Significant Major,Regulatory Flexibility Act Information Collection,,,,,,Prompting action: None,Legal Deadline: None,NA,NA,NA,NA,NA,Rulemaking Project Initiated: 03/12/1999,Docket Number: FAA-2008-0677,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Explanation for any delay: Additional coordination necessary Federal Register Citation for SNPRM: None      ,,,Additional coordination necessary,,,,,Federal Register Citation for SNPRM: None
4,Federal Aviation Administration,201101,Popular Title: SMS,Safety Management Systems (SMS),Black,RIN 2120-AJ15,Stage: Undetermined,Previous Stage: ANPRM: Publication Date 7/23/2009; End of Comment Period 10/21/2009.,"Abstract: This rulemaking would require a Safety Management System (SMS) for FAA certificate holders, certain product manufacturers, applicants, and employers. This action is being taken to further enhance the practice of managing safety, conducting risk and system assessments and analysis, undertaking preventive and corrective actions, and creating a safety culture. The intended effect of this action would make the United States compliant with International Civil Aviation Organization (ICAO) annexes.",Information Collection,,,,,,,Prompting action: None,Legal Deadline: NPRM : 07/23/2011 Rulemaking Project Initiated: 09/25/2007 Docket Number: FAA-2009-0671,NA,NA,NA,NA,NA,Rulemaking Project Initiated: Unknown,Docket Number: Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Explanation for any delay: N/A Federal Register Citation for Undetermined: None      ,,,,,,,,Federal Register Citation for Undetermined: None
5,Federal Aviation Administration,201101,Popular Title: PIC Proficiency,Pilot-in-Command Proficiency Check and Other Changes to the Pilot and Pilot School Certification Rules,Yellow,RIN 2120-AJ18,Stage: Final Rule,Previous Stage: NPRM: Publication Date 08/31/2009; End of Comment Period 11/30/2009,"Abstract: This rulemaking would require proficiency checks for pilots in command (PICÎ ‚s) of single-piloted turbojet powered airplanes, allow pilot schools to use Internet-based training without requiring schools to have a physical ground training facility, allow pilot schools and provisional pilot schools to apply for a combined private pilot certification and instrument rating course, and revise the definition of ""complex airplane."" FAA believes these actions are necessary to respond to changes in the aviation industry and to avoid imposing unnecessary regulatory burdens. The intended effect of this rulemaking would be to ensure flight crewmembers have the training and qualifications necessary to operate aircraft safely.",Information Collection,,,,,,,Prompting action: None,Legal Deadline: Final Rule : 03/30/2011 Rulemaking Project Initiated: 07/24/2007 Docket Number: FAA-2008-0938,NA,NA,NA,NA,NA,Rulemaking Project Initiated: Unknown,Docket Number: Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Explanation for any delay: N/A Federal Register Citation for Final Rule: None      ,,,,,,,,Federal Register Citation for Final Rule: None
6,Federal Aviation Administration,201101,Popular Title: Turbofan Powered Airplanes,Certification of Turbofan Powered Airplanes and Miscellaneous Amendments,Green,RIN 2120-AJ22,Stage: Final Rule,Previous Stage: NPRM: Publication Date 8/17/2009; End of Comment Period 11/16/2009; Extension of Comment Period 11/16/2009; End of Extended Comment Period 12/16/2009.,Abstract: This rulemaking would address certification and operational issues surrounding the introduction of turbofan powered airplanes. This action is necessary to standardize certification requirements and consolidate these requirements into one location. The intent is to ensure the same standards apply to all light aircraft.,,,,,,,,Prompting action: None,Legal Deadline: Final Rule : 04/16/2011 Rulemaking Project Initiated: 01/02/2008 Docket Number: FAA-2009-0738,NA,NA,NA,NA,NA,Rulemaking Project Initiated: Unknown,Docket Number: Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Explanation for any delay: N/A Federal Register Citation for Final Rule: None      ,,,,,,,,Federal Register Citation for Final Rule: None
7,Federal Aviation Administration,201101,Popular Title: Supercooled Large Droplet Icing Conditions,Supercooled Large Droplet Icing Conditions,Red,RIN 2120-AJ34,Stage: NPRM,Previous Stage:None,"Abstract: This rulemaking would amend the airworthiness standards applicable to transport category airplanes certificated for flight in icing conditions and the icing airworthiness standards applicable to aircraft engines. The rulemaking would improve safety by taking  into account supercooled large drop icing conditions for transport category airplanes most affected by supercooled large drop icing conditions. The rulemaking would also include mixed phase and ice crystal conditions for all transport category airplanes, and supercooled large drop, mixed phase, and ice crystal icing conditions for all turbine engines. This rulemaking is the result of information gathered from a review of icing accidents and incidents, and is intended to improve the level of safety for new airplane and engine designs for operations in icing conditions.",EU NAFTA,Foreign,,,,,,Prompting action: None,Legal Deadline: None,NA,NA,NA,NA,NA,Rulemaking Project Initiated: 02/04/2008,Docket Number: Dates for NPRM:,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Explanation for any delay: Additional coordination necessary Federal Register Citation for NPRM: 75 FR 37311      ,,,Additional coordination necessary,,,,,Federal Register Citation for NPRM: 75 FR 37311
8,Federal Aviation Administration,201101,Popular Title: Post Employment Restrictions,Restrictions on Operators Employing Former Flight Standards Service Aviation Safety Inspectors,Green,RIN 2120-AJ36,Stage: Final Rule,Previous Stage: NPRM: Publication Date 11/20/2009; End of Comment Period 2/18/2010.,"Abstract: This rulemaking would prohibit a certificate holder from employing or contracting with a former Aviation Safety Inspector (ASI) or other person with certificate holder oversight responsibilities to act as an agent or to represent that certificate holder in any matter before the FAA. This restriction would apply if the person, in the proceeding two year period, has (a) served as, or was responsible for oversight of, a Flight Standards Service ASI; and (b) had the responsibility to inspect, or oversee the inspection of, the operations of the certificate holder. The rulemaking would enhance the FAAÎ‚s ability to properly perform its safety mission and to ensure that every passenger can have complete confidence in the integrity of the programs and operations administered by the FAA.",,,,,,,,Prompting action: None,Legal Deadline: Final Rule : 06/18/2011 Rulemaking Project Initiated: 06/16/2008 Docket Number: FAA-2008-1154,NA,NA,NA,NA,NA,Rulemaking Project Initiated: Unknown,Docket Number: Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Explanation for any delay: N/A Federal Register Citation for Final Rule: None      ,,,,,,,,Federal Register Citation for Final Rule: None
9,Federal Aviation Administration,201101,Popular Title: Airport SMS,Airport Safety Management System,Red,RIN 2120-AJ38,Stage: NPRM,Previous Stage:None,Abstract: This rulemaking would require airport operators to institute a safety management system at their airports. This action is necessary to improve safety through conformance with best practices in risk management and promote international harmonization with ICAO standards. The rule is intended to facilitate integration of formal risk management processes within the airportÎ‚s day-to-day operations.,Information Collection Peer Review,,,,,,,Prompting action: None,Legal Deadline: None,NA,NA,NA,NA,NA,Rulemaking Project Initiated: 07/22/2008,Docket Number: Dates for NPRM:,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Explanation for any delay: N/A Federal Register Citation for NPRM: 75FR62008      ,,,,,,,,Federal Register Citation for NPRM: 75FR62008
10,Federal Aviation Administration,201101,Popular Title: Photo Requirements,Photo Requirements for Pilot Certificates,Red,RIN 2120-AJ42,Stage: NPRM,Previous Stage:None,Abstract: This rulemaking would require digital photos on all pilot certificates. This action is necessary to update regulations about pilot plastic certificates. The intended effect of this action is to meet all requirements of the Intelligence Reform and Terrorism Prevention Act.,,,,,,,,Prompting action: Statute,Legal Deadline: None,NA,NA,NA,NA,NA,Rulemaking Project Initiated: 09/30/2008,Docket Number: FAA-2010-1127,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Explanation for any delay: Additional coordination necessary Federal Register Citation for NPRM: 75 FR 70871      ,,,Additional coordination necessary,,,,,Federal Register Citation for NPRM: 75 FR 70871
