,agency,date,title,fulltitle,color,RIN,stage,PrevStage,abstract,effect1,effect2,effect3,effect4,effect5,effect6,effect7,prompt,legaldeadline1,legaldeadline2,legaldeadline3,legaldeadline4,legaldeadline5,legaldeadline6,initiated,docket,toOSTscheduled,toOSTprojected,toOSTactual,withdrawnOSTscheduled,withdrawnOSTprojected,withdrawnOSTactual,toModescheduled,toModeprojected,toModeactual,resubmitOSTscheduled,resubmitOSTprojected,resubmitOSTactual,toOMBscheduled,toOMBprojected,toOMBactual,withdrawnOMBscheduled,withdrawnOMBprojected,withdrawnOMBactual,toMode2scheduled,toMode2projected,toMode2actual,resubmitOST2scheduled,resubmitOST2projected,resubmitOST2actual,toMode3scheduled,toMode3projected,toMode3actual,resubmitOST3scheduled,resubmitOST3projected,resubmitOST3actual,resubmitOMB2scheuled,resubmitOMB2projected,resubmitOMB2actual,clearOMBscheduled,clearOMBprojected,clearOMBactual,publicationapprovedscheduled,publicationapprovedprojected,publicationapprovedactual,publicationscheduled,publicationprojected,publicationactual,endcommentscheduled,endcommentprojected,endcommentactual,extcommentscheduled,extcommentprojected,extcommentactual,endcomment2scheduled,endcomment2projected,endcomment2actual,whydelay1,whydelay2,whydelay3,whydelay4,whydelay5,whydelay6,whydelay7,whydelay8,fedreg
1,National Highway Traffic Safety Administration,201104,"Popular Title: Alternative Fuel Badges, Labels and Consumer Info","Alternative Fuel Vehicle Badging, Fuel Compartment Labels and Consumer Information on Alternative Fuel Usage",Red,RIN 2127-AK75,Stage: NPRM,Previous Stage:None,"Abstract: This rulemaking would respond to requirements of the Energy Independence and Security Act of 2007 (EISA), Title 1, Subtitle A, Section 105, as it amends 49 USC å_ 32908, to implement Consumer Information and Consumer Education programs related to fuel economy, GHG, other emissions, and alternative fuels. EISA directs the Secretary of Transportation to label vehicles with a permanent and prominent display that an automobile is capable of operating on alternative fuels, and to include in the ownerå«s manual for vehicles capable of operating on alternative fuels information that describes that capability and the benefits of using alternative fuels, including the renewable nature and environmental benefits of using alternative fuels. Additionally, EISA requires a label to be attached to the fuel compartment of vehicles capable of operating on alternative fuels, with the form of alternative fuel stated on the label. EISA, signed into Law on December 19, 2007, requires that the Secretary issue a final rule not later than 42 months after the date of the enactment.",EU NAFTA,Foreign,,,,,,Prompting action: Statute,Legal Deadline: Final rule : 06/19/2011 Rulemaking Project Initiated: 12/19/2007 Docket Number:,NA,NA,NA,NA,NA,Rulemaking Project Initiated: Unknown,Docket Number: Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Explanation for any delay: Additional coordination necessary Federal Register Citation for NPRM: None      ,,,Additional coordination necessary,,,,,Federal Register Citation for NPRM: None
2,National Highway Traffic Safety Administration,201104,Popular Title: Tire Efficiency Consumer Information Labelling,Tire Fuel Efficiency Consumer Information - Part 2,Green,RIN 2127-AK76,Stage: SNPRM,Previous Stage:None,"Abstract: This rulemaking would respond to requirements of the Energy Independence & Security Act of 2007 to establish a national tire fuel efficiency consumer information program for replacement tires designed for use on motor vehicles. On March 30, 2010, NHTSA published a final rule specifying the test procedures to be used to rate the performance of replacement passenger car tires for this new program (75 FR 15893). This rulemaking would address how this information would be made available to consumers.",EU NAFTA,Foreign,,,,,,Prompting action: Statute,Legal Deadline: None,NA,NA,NA,NA,NA,Rulemaking Project Initiated: 12/19/2007,Docket Number: Dates for SNPRM:,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Explanation for any delay: N/A Federal Register Citation for SNPRM: None      ,,,,,,,,Federal Register Citation for SNPRM: None
3,National Highway Traffic Safety Administration,201104,Popular Title: CAFE 2017 and Beyond,Passenger Car and Light Truck Corporate Average Fuel Economy Standards MYs 2017 and Beyond,Green,RIN 2127-AK79,Stage: NPRM,Previous Stage: Notice of Intent: Published 10/13/2010. Supplemental Notice of Intent: Publication Date 12/08/2010.,"Abstract: This rulemaking would establish Corporate Average Fuel Economy (CAFE) standards for light trucks and passenger cars for model years 2017 and beyond. This rulemaking would respond to requirements of the Energy Policy and Conservation Act, as amended by the Energy Independence and Security Act of 2007. The statute requires that CAFE standards be prescribed separately for passenger automobiles and non-passenger automobiles to achieve a combined fleet fuel economy of at least 35 mpg by model year 2020. For model years 2021 and beyond, the statute requires that the average fuel economy required to be attained by each fleet of passenger and non-passenger automobiles be the maximum feasible for each model year. The law requires the standards be set at least 18 months prior to the start of the model year. On May 21, 2010, President Obama issued a memorandum directing NHTSA and EPA to conduct a joint rulemaking (NHTSA regulating fuel economy and EPA regulating greenhouse gas emissions), and to issue a Notice of Intent to Issue a Proposed Rule (NOI) by September 30, 2010.",Economically Significant Major,EIS EU,NAFTA,Foreign,,,,Prompting action: Statute,Legal Deadline: Final rule: : 04/01/2015 Rulemaking Project Initiated: 12/19/2007 Docket Number: NHTSA-2010-0131 Dates for NPRM:,NA,NA,NA,NA,NA,Rulemaking Project Initiated: Unknown,Docket Number: Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Explanation for any delay: N/A Federal Register Citation for NPRM: None      ,,,,,,,,Federal Register Citation for NPRM: None
4,National Highway Traffic Safety Administration,201104,Popular Title: Tire Fuel Efficiency Reconsideration,Tire Fuel Efficiency Petitions for Reconsideration,Green,RIN 2127-AK83,Stage: Reconsideration of Final Rule,Previous Stage:None,"Abstract: This rulemaking would address petitions for reconsideration the agency received on its final rule (75 FR 15893), published in response to requirements in the Energy Independence & Security Act of 2007 to establish a national tire fuel efficiency consumer information program for replacement tires designed for use on motor vehicles. On March 30, 2010, NHTSA published a final rule specifying the test procedures to be used to rate the performance of replacement passenger car tires for this new program. The Rubber Manufacturers Association (RMA) petitioned on behalf of tire manufacturers on various technical aspects of the final rule, including reporting issues, format of data submitted, exempted tires, new ratings information, lead-time, and several items not finalized in the March final rule. This rulemaking has been downgraded to nonsignificant and will not appear in next monthå«s report.",EU NAFTA,Foreign,,,,,,Prompting action: None,Legal Deadline: None,NA,NA,NA,NA,NA,Rulemaking Project Initiated: 01/14/2011,Docket Number:,2/25/11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3/29/11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6/28/11,NA,NA,NA,NA,NA,6/30/11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Explanation for any delay: N/A ,,,,,,,,Federal Register Citation for Reconsideration of Final Rule: None
5,National Highway Traffic Safety Administration,201104,Popular Title: EDRs Mandate,Mandatory Part 563 Event Data Recorder Requirements,Green,RIN 2127-AK86,Stage: NPRM,Previous Stage:None,"Abstract: This rulemaking would establish a new Federal motor vehicle safety standard to mandate the installation of Event Data Recorders (EDR) in light vehicles. The standard would incorporate the current 49 CFR Part 563, which established the current reporting requirement of voluntarily installed EDRs in light vehicles. Part 563 presently requires vehicle manufacturers who are voluntarily installing EDRs to be in compliance with the regulation by September 1, 2012. This rulemaking would not affect the 2012 compliance date for voluntarily-installed EDRs. Furthermore, this rulemaking would not modify any of the Part 563 data elements, data capture and format requirements, data retrieval specifications, or data survivability and crash test requirements. Moreover, this rulemaking to mandate EDRs across the entire light vehicle fleet could contribute to advancements in vehicle designs, and advanced restraint and other safety countermeasures. The estimated total incremental costs associated with this rulemaking would be $24.4 million (2009 dollars), which is measured from a baseline of 91.6 percent EDR installation to 100 percent installation, assuming the sale of 15.5 million light vehicles per year.",None,,,,,,,Prompting action: None,Legal Deadline: None,NA,NA,NA,NA,NA,Rulemaking Project Initiated: 02/22/2011,Docket Number: Dates for NPRM:,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Explanation for any delay: N/A Federal Register Citation for NPRM: None      ,,,,,,,,Federal Register Citation for NPRM: None
6,National Highway Traffic Safety Administration,201104,Popular Title: EDRs Upgrade,Upgrade of Event Data Recorder Requirements,Green,RIN 2127-AK87,Stage: ANPRM,Previous Stage:None,"Abstract: This rulemaking would expand the utility of the amount and type of data Event Data Recorders (EDRs) capture in light vehicles in the event of a crash. The rulemaking would consider requiring some of the optional data elements specified in 49 CFR Part 563. Part 563 established the current reporting requirement of voluntarily installed EDRs in light vehicles. In addition, this rulemaking would make revisions to the optional data elements to account for the latest advances in vehicle safety. Part 563 presently requires vehicle manufacturers who are voluntarily installing EDRs to be in compliance with the regulation by September 1, 2012. In a separate rulemaking (2127-AK86 Mandatory Part 563 Event Data Recorder Requirements), the agency would propose requiring that all light vehicles comply with the requirements specified in current 49 CFR 563. This rulemaking would seek additional information from the public and expand upon that initiative. Moreover, this rulemaking would contribute to advancements in vehicle designs, advanced restraints and other safety countermeasures. The costs are expected to be minimal since some vehicle manufacturers presently capture additional data beyond Part 563 in their EDRs.",None,,,,,,,Prompting action: None,Legal Deadline: None,NA,NA,NA,NA,NA,Rulemaking Project Initiated: 02/22/2011,Docket Number: Dates for ANPRM:,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Explanation for any delay: N/A Federal Register Citation for ANPRM: None      ,,,,,,,,Federal Register Citation for ANPRM: None
7,Office of the Secretary,201104,Popular Title: Aviation Data,Aviation Data Requirements Review and Modernization Program,Green,RIN 2105-AC71,Stage: Withdrawal,Previous Stage: ANPRM: Publication Date 07/15/1998; End of Comment Period 09/14/1998; End of Reply Comment Period 10/13/1998. NPRM: Publication Date 02/17/2005;End of Comment Period 04/18/2005;Extension of Comment Period Publication Date 07/18/2005; End of Extended Comment Period 9/18/2005.,"Abstract: This rulemaking requested public comments from reporting carriers and aviation data users on the nature, scope, source, and means for collecting, processing, and distributing airline traffic, fare, and financial data. Specifically, it invited comments on whether existing airline traffic, fare, and financial data should be amended, supplemented, or replaced;  whether selected forms and reports should be retained, modified, or eliminated; whether   OST should require all aviation data to be filed electronically; and how the aviation data system should be reengineered to enhance efficiency and to reduce costs for both the Department and the airline industry.",None,,,,,,,Prompting action: None,Legal Deadline: None,NA,NA,NA,NA,NA,Rulemaking Project Initiated: 04/15/1998,Docket Number: OST-1998-4043,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Explanation for any delay: N/A Federal Register Citation for Withdrawal: None      ,,,,,,,,Federal Register Citation for Withdrawal: None
8,Office of the Secretary,201104,Popular Title: ADA Miscellaneous Amendments,"Transportation for Individuals with Disabilites"" Miscellaneous Amendments",Red,RIN 2105-AD54,Stage: Final Rule,Previous Stage: NPRM: Publication Date 02/27/2006; End of Comment Period 4/28/2006; Extension of Comment Period 5/1/2006; End of Extended Comment Period 7/28/2006.,"Abstract: This rulemaking would amend several regulations regarding rail station platform standards, reasonable modifications of policies and procedures, and pedestrian access; it would also codify existing DOT procedures for issuing interpretations and guidance.",None,,,,,,,Prompting action: None,Legal Deadline: None,NA,NA,NA,NA,NA,Rulemaking Project Initiated: 08/15/2005,Docket Number: OST-2006-23985,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Explanation for any delay: Additional coordination necessary Federal Register Citation for Final Rule: None      ,,,Additional coordination necessary,,,,,Federal Register Citation for Final Rule: None
9,Office of the Secretary,201104,Popular Title: SSI-TSA,Protection of Sensitive Security Information,Red,RIN 2105-AD59,Stage: Final Rule,Previous Stage: Interim Final Rule: Publication Date 05/18/2004; End of Comment Period 07/19/2004.,Abstract: This rulemaking would finalize a May 2004 interim final rule and respond to any comments received on that action. This is a joint rulemaking between DOT and the Transportation Security Administration.,None,,,,,,,Prompting action: None,Legal Deadline: None,NA,NA,NA,NA,NA,Rulemaking Project Initiated: 09/02/2002,Docket Number: TSA-2003-15569,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Explanation for any delay: Additional coordination necessary Federal Register Citation for Final Rule: None      ,,,Additional coordination necessary,,,,,Federal Register Citation for Final Rule: None
10,Office of the Secretary,201104,Popular Title: DPA,Prioritization and Allocation Authority Exercised By the Secretary of Transportation Under the Defense Production Act,Red,RIN 2105-AD83,Stage: NPRM,Previous Stage:None,"Abstract: This rulemaking would clarify the prioritization and allocation authorities exercised by the Secretary of Transportation under the Defense Production Act (DPA). The DPA is the Presidentå«s primary authority to ensure timely availability of private sector resources for national defense. In addition to military and energy activities, the definition of ""national defense"" includes emergency preparedness activities conducted pursuant to Title   VI of The Robert T. Stafford Disaster Relief and Emergency Assistance Act and the protection and restoration of critical infrastructure. Under Title I of the DPA, the President has the authority to require the acceptance and prioritization of contracts and orders -- and to allocate materials, services, and facilities -- in support of the national defense. Under Section 201 of Executive Order 12919, the President has delegated these prioritization and allocation authorities to the Secretary of Transportation for all forms of civil transportation. In the 2009 DPA reauthorization legislation, Congress mandated that each Federal agency with delegated authority under Title I of the DPA develop final rules that establish standards and procedures for implementing its delegated authority in emergency and nonemergency conditons. Additionally, Congress mandated that, to the extent practacable, the rules be consistent and unifed. DOT is part of an interageny working group, along with the other delegated agencies, that is developing consistent unifed rules.",Information Collection,,,,,,,Prompting action: Statute,Legal Deadline: Final rule : 06/27/2010 Rulemaking Project Initiated: 01/07/2009 Docket Number:,NA,NA,NA,NA,NA,Rulemaking Project Initiated: Unknown,Docket Number: Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Explanation for any delay: Additional coordination necessary Federal Register Citation for NPRM: 76 FR 8675      ,,,Additional coordination necessary,,,,,Federal Register Citation for NPRM: 76 FR 8675
