,agency,date,title,fulltitle,color,RIN,stage,PrevStage,abstract,effect1,effect2,effect3,effect4,effect5,effect6,effect7,prompt,legaldeadline1,legaldeadline2,legaldeadline3,legaldeadline4,legaldeadline5,legaldeadline6,initiated,docket,toOSTscheduled,toOSTprojected,toOSTactual,withdrawnOSTscheduled,withdrawnOSTprojected,withdrawnOSTactual,toModescheduled,toModeprojected,toModeactual,resubmitOSTscheduled,resubmitOSTprojected,resubmitOSTactual,toOMBscheduled,toOMBprojected,toOMBactual,withdrawnOMBscheduled,withdrawnOMBprojected,withdrawnOMBactual,toMode2scheduled,toMode2projected,toMode2actual,resubmitOST2scheduled,resubmitOST2projected,resubmitOST2actual,toMode3scheduled,toMode3projected,toMode3actual,resubmitOST3scheduled,resubmitOST3projected,resubmitOST3actual,resubmitOMB2scheuled,resubmitOMB2projected,resubmitOMB2actual,clearOMBscheduled,clearOMBprojected,clearOMBactual,publicationapprovedscheduled,publicationapprovedprojected,publicationapprovedactual,publicationscheduled,publicationprojected,publicationactual,endcommentscheduled,endcommentprojected,endcommentactual,extcommentscheduled,extcommentprojected,extcommentactual,endcomment2scheduled,endcomment2projected,endcomment2actual,whydelay1,whydelay2,whydelay3,whydelay4,whydelay5,whydelay6,whydelay7,whydelay8,fedreg
1,Federal Aviation Administration,201209,"Popular Title: Part 121, Subparts N and O","Qualification, Service, and Use of Crewmembers and Aircraft Dispatchers",Red,RIN 2120-AJ00,Stage: Final Rule,Previous Stage: NPRM: Publication Date 01/12/2009;End of Comment Period 05/12/2009; Extension of Comment Period 04/20/2009;End of Extended of Comment Period  08/10/2009. SNPRM: Publication Date 05/20/2011;End of Comment Period 07/19/2011;Extension of Comment Period 06/23/2011;End of Extended of Comment   Period 09/19/2011.,"Abstract: This rulemaking would amend the regulations for crewmember and dispatcher training programs in domestic, flag, and supplemental operations. The rulemaking would enhance traditional training programs by requiring the use of flight simulation training devices for flight crewmembers and including additional training requirements in areas that are critical to safety. The rulemaking would also reorganize and revise the qualification and training requirements. The changes are intended to contribute significantly to reducing aviation accidents.",Information Collection,,,,,,,Prompting action: None,Legal Deadline: Final rule : 01/19/2013 Rulemaking Project Initiated: 03/12/1999 Docket Number: FAA-2008-0677,NA,NA,NA,NA,NA,Rulemaking Project Initiated: Unknown,Docket Number: Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Explanation for any delay: N/A Federal Register Citation for Final Rule: None      ,,,,,,,,Federal Register Citation for Final Rule: None
2,Federal Aviation Administration,201209,Popular Title: Supercooled Large Droplet Icing Conditions,Supercooled Large Droplet Icing Conditions,Red,RIN 2120-AJ34,Stage: Final Rule,Previous Stage: NPRM: Publication Date 6/29/2010; End of Comment Period 08/30/2010; Publication of Extended Comment Period 08/16/2010; End of Extended Comment Period 9/29/2010.,"Abstract: This rulemaking would amend the airworthiness standards applicable to certain transport category airplanes certificated for flight in icing conditions and the icing airworthiness standards applicable to certain aircraft engines. The rulemaking would improve safety by addressing supercooled large drop icing conditions for transport category airplanes most affected by supercooled large drop icing conditions, mixed phase and ice crystal conditions for all transport category airplanes, and supercooled large drop, mixed phase, and ice crystal icing conditions for all turbine engines. This rulemaking is the result of information gathered from a review of icing accidents and incidents.",EU NAFTA,Foreign,,,,,,Prompting action: None,Legal Deadline: Final Rule : 11/29/2012 Rulemaking Project Initiated: 02/04/2008 Docket Number: FAA-2010-0636,NA,NA,NA,NA,NA,Rulemaking Project Initiated: Unknown,Docket Number: Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Explanation for any delay: Other, higher priorities Federal Register Citation for Final Rule: None      ",,,,,"Other, higher priorities",,,Federal Register Citation for Final Rule: None
3,Federal Aviation Administration,201209,Popular Title: Airport SMS,Airport Safety Management System,Red,RIN 2120-AJ38,Stage: Final Rule,Previous Stage: NPRM: Publication Date 10/07/2010;End of Comment Period 01/05/2011;Extension of Comment Period 12/10/2010; End of Extended of Comment Period 03/07/2011; Extension of Comment Period 03/07/2011; End of Extended of Comment Period 07/05/2011.,Abstract: This rulemaking would require airport operators to institute a safety management system at their airports. This action is necessary to improve safety through conformance with best practices in risk management and promote international harmonization with ICAO standards. The rule is intended to facilitate integration of formal risk management processes within the airportå«s day-to-day operations.,Information Collection Peer Review,,,,,,,Prompting action: None,Legal Deadline: Final rule : 11/05/2012 Rulemaking Project Initiated: 07/22/2008 Docket Number: FAA-2010-0997,NA,NA,NA,NA,NA,Rulemaking Project Initiated: Unknown,Docket Number: Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Explanation for any delay: N/A Federal Register Citation for Final Rule: None      ,,,,,,,,Federal Register Citation for Final Rule: None
4,Federal Aviation Administration,201209,Popular Title: Photo Requirements,Photo Requirements for Pilot Certificates,Red,RIN 2120-AJ42,Stage: Undetermined,Previous Stage: NPRM: Publication Date 11/19/2010; End of Comment Period 02/17/2011,"Abstract: This rulemaking would require digital photos on all pilot certificates. This action is necessary to update regulations about pilot plastic certificates. The intended effect of this action is to meet all requirements of the Intelligence Reform and Terrorism Prevention Act. Since the close of the comment period, FAA reauthorization was passed. Sec. 321 of P.L. 112-95 imposes additional requirements for the issuance of improved pilot certificates. The FAA is currently evaluating this rulemaking in light of these requirements.",Information Collection Privacy,,,,,,,Prompting action: Statute,Legal Deadline: NPRM : 06/17/2012 Rulemaking Project Initiated: 09/30/2008 Docket Number: FAA-2010-1127,NA,NA,NA,NA,NA,Rulemaking Project Initiated: Unknown,Docket Number: Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Explanation for any delay: Other, higher priorities Federal Register Citation for Undetermined: None      ",,,,,"Other, higher priorities",,,Federal Register Citation for Undetermined: None
5,Federal Aviation Administration,201209,Popular Title: Helicopter Safety Initiatives and Misc Amendments,Air Ambulance and Commercial Helicopter Operations; Safety Initiatives and Miscellaneous Amendments,Red,RIN 2120-AJ53,Stage: Final Rule,Previous Stage: NPRM: Publication Date 10/12/2010; End of Comment Period 01/01/2011.,"Abstract: This rulemaking would change equipment and operating requirements for commercial helicopter operations, including many specifically for helicopter air ambulance operations. This rulemaking is necessary to increase crew, passenger, and patient safety. The intended effect is to implement National Transportation Safety Board, Aviation Rulemaking Committee, and internal FAA recommendations.",,,,,,,,Prompting action: Statute,"Legal Deadline: 49 U.S.C. 44730(b), as enacted under P.L. 112-95, sec. 306(b) (Feb. 14, 2012), requires issuance of final rule by 6/1/2012 : 06/01/2012",NA,NA,NA,NA,NA,Final rule : 05/10/2012 Rulemaking Project Initiated: 04/15/2009 Docket Number: FAA-2010-0982,Docket Number: Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Explanation for any delay: N/A Federal Register Citation for Final Rule: None      ,,,,,,,,Federal Register Citation for Final Rule: None
6,Federal Aviation Administration,201209,Popular Title: Small Unmanned Aircraft,Operation and Certification of Small Unmanned Aircraft Systems (sUAS),Red,RIN 2120-AJ60,Stage: NPRM,Previous Stage:None,"Abstract: This rulemaking would enable small unmanned aircraft to safely operate in limited portions of the national airspace system (NAS). This action is necessary because it addresses the novel legal or policy issues about the minimum safety parameters for operating recreational remote control model and toy aircraft in the NAS. The intended effect of this action is to develop requirements and standards to ensure that risks are adequately mitigated, such that safety is maintained for the entire aviation community.",Regulatory Flexibility Act Information Collection,,,,,,,Prompting action: Statute,"Legal Deadline: Pub. L. 112-95, sec. 332(b) requires issuance of final rule 18 months after integration plan is submitted to Congress. Integration plan is due Feb. 14, 2013, thus final rule must be issued by 8/14/2014. : 08/14/2014",NA,NA,NA,NA,NA,Rulemaking Project Initiated: 07/28/2009,Docket Number: Dates for NPRM:,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Explanation for any delay: Unanticipated issues requiring further analysis Federal Register Citation for NPRM: None      ,,,,,,Unanticipated issues requiring further analysis,,Federal Register Citation for NPRM: None
7,Federal Aviation Administration,201209,Popular Title: Pilot Certification and Qualification Requirements,Qualification Requirements) (HR 5900),Red,RIN 2120-AJ67,Stage: Final Rule,Previous Stage: ANPRM: Publication Date 02/08/2010; End of Comment Period 04/09/2010. NPRM: Publication Date 02/29/2012; Comment Period Closed 04/30/2012.,"Abstract: This rulemaking would amend the eligibility and qualification requirements for pilots engaged in part 121 air carrier operations. Additionally, it would modify the requirements for an airline transport pilot certificate. These actions are necessary because recent airline accidents and incidents have brought considerable attention to the experience level and training of air carrier flight crews. This rulemaking is a result of requirements in P.L. 111-216.",Regulatory Flexibility Act,,,,,,,Prompting action: Statute,Legal Deadline: NPRM : 01/28/2011 Rulemaking Project Initiated: 10/20/2009 Docket Number: FAA-2010-0100,NA,NA,NA,NA,NA,Rulemaking Project Initiated: Unknown,Docket Number: Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Explanation for any delay: N/A Federal Register Citation for Final Rule: None      ,,,,,,,,Federal Register Citation for Final Rule: None
8,Federal Aviation Administration,201209,Popular Title: Afghanistan SFAR,Prohibition Against Certain Flights Within the Territory and Airspace of Afghanistan,Red,RIN 2120-AJ69,Stage: Final Rule,Previous Stage: NPRM: Publication Date 05/26/2010;End of Comment Period 06/10/2010.,"Abstract: This rulemaking would prohibit flight operations below flight level (FL) 160 within the territory and airspace of Afghanistan by all: U.S. air carriers; U.S. commercial operators; persons exercising the privileges of a U.S. airman certificate, except if the flight is on behalf of a foreign air carrier; and operators of U.S.-registered aircraft, except when such operators are foreign air carriers. The FAA finds this action necessary to prevent a potential hazard to persons and aircraft engaged in such flight operations.",Foreign,,,,,,,Prompting action: Secretarial/Head of Operating Administration Decision,Legal Deadline: NPRM : 06/10/2011,NA,NA,NA,NA,NA,Rulemaking Project Initiated: 01/08/2010,Docket Number: Dates for Final Rule:,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Explanation for any delay: Unanticipated issues requiring further analysis Federal Register Citation for Final Rule: None      ,,,,,,Unanticipated issues requiring further analysis,,Federal Register Citation for Final Rule: None
9,Federal Aviation Administration,201209,Popular Title: Wildlife Hazard Assessment (WHA),Requirement for Wildlife Assessments at Certificated Airports,Red,RIN 2120-AJ71,Stage: Undetermined,Previous Stage:None,"Abstract: This rulemaking would require a Wildlife Hazard Assessment (scientific evaluation of wildlife populations and their attractants) for certificated airports. This rulemaking would also require periodic completion of a wildlife hazard assessment, or continuous wildlife monitoring as an alternative to the assessment, and clarify requirements for those conducting an assessment. This rulemaking is intended to decrease direct hazards (animals striking aircraft) and indirect hazards (animal burrowing and nesting in or near aircraft or aircraft operations areas).",,,,,,,,Prompting action: Secretarial/Head of Operating Administration Decision,Legal Deadline: None,NA,NA,NA,NA,NA,Rulemaking Project Initiated: 03/02/2010,Docket Number:,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Explanation for any delay: Unanticipated issues requiring further analysis Federal Register Citation for Undetermined: None      ,,,,,,Unanticipated issues requiring further analysis,,Federal Register Citation for Undetermined: None
10,Federal Aviation Administration,201209,Popular Title: Alaska Guide Pilots,Regulation Of Flight Operations Conducted By Alaska Guide Pilots,Red,RIN 2120-AJ78,Stage: Undetermined,Previous Stage:None,"Abstract: The rulemaking would establish regulations concerning Alaska guide pilot operations. The rulemaking would implement Congressional legislation and establish additional safety requirements for the conduct of these operations. The intended effect of this rulemaking is to enhance the level of safety for persons and property transported in Alaska guide pilot operations. In addition, the rulemaking would add a general provision applicable to pilots operating under the general operating and flight rules concerning falsification, reproduction, and alteration of applications, logbooks, reports, or records.",,,,,,,Information Collection,Information Collection Prompting action: Statute Legal Deadline: None,Legal Deadline: Unknown,NA,NA,NA,NA,NA,Rulemaking Project Initiated: 05/04/2010,Docket Number:,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Explanation for any delay: Other, higher priorities Federal Register Citation for Undetermined: None      ",,,,,"Other, higher priorities",,,Federal Register Citation for Undetermined: None
