,agency,date,title,fulltitle,color,RIN,stage,PrevStage,abstract,effect1,effect2,effect3,effect4,effect5,effect6,effect7,prompt,legaldeadline1,legaldeadline2,legaldeadline3,legaldeadline4,legaldeadline5,legaldeadline6,initiated,docket,toOSTscheduled,toOSTprojected,toOSTactual,withdrawnOSTscheduled,withdrawnOSTprojected,withdrawnOSTactual,toModescheduled,toModeprojected,toModeactual,resubmitOSTscheduled,resubmitOSTprojected,resubmitOSTactual,toOMBscheduled,toOMBprojected,toOMBactual,withdrawnOMBscheduled,withdrawnOMBprojected,withdrawnOMBactual,toMode2scheduled,toMode2projected,toMode2actual,resubmitOST2scheduled,resubmitOST2projected,resubmitOST2actual,toMode3scheduled,toMode3projected,toMode3actual,resubmitOST3scheduled,resubmitOST3projected,resubmitOST3actual,resubmitOMB2scheuled,resubmitOMB2projected,resubmitOMB2actual,clearOMBscheduled,clearOMBprojected,clearOMBactual,publicationapprovedscheduled,publicationapprovedprojected,publicationapprovedactual,publicationscheduled,publicationprojected,publicationactual,endcommentscheduled,endcommentprojected,endcommentactual,extcommentscheduled,extcommentprojected,extcommentactual,endcomment2scheduled,endcomment2projected,endcomment2actual,whydelay1,whydelay2,whydelay3,whydelay4,whydelay5,whydelay6,whydelay7,whydelay8,fedreg
1,National Highway Traffic Safety Administration,200908,Popular Title: Reduced Stopping Distance for Truck Tractors,Reduced Stopping Distance Requirements for Truck Tractors,Red,RIN 2127-AJ37,Stage: Final Rule,Previous Stage: NPRM: Publication Date: 12/15/2005; End of Comment Period 4/14/2006.,"Abstract: This rulemaking would reduce stopping distance requirements for truck tractors equipped with air brake systems. Advances in heavy vehicle braking systems show that improved stopping performance is attainable for these vehicles. Such improvements would reduce the stopping distance disparity with light vehicles, and would result in fewer deaths and injuries and reduce property damage due to fewer crashes between truck tractors and light vehicles.",EU NAFTA,,,,,,Foreign,Prompting action: None ,Legal Deadline: None,NA,NA,NA,NA,NA,Rulemaking Project Initiated: 04/02/2004,Docket Number: NHTSA-2005-21462,1/12/07,10/7/08,7/17/08,NA,NA,NA,NA,NA,10/20/08,NA,NA,NA,2/23/07,10/17/08,11/3/08,NA,NA,12/16/08,NA,NA,12/19/08,NA,4/15/09,4/16/09,NA,NA,NA,NA,NA,NA,NA,6/14/09,9/9/09,5/25/07,9/15/09,7/27/09,NA,NA,NA,5/15/09,9/15/09,7/27/09,NA,NA,NA,NA,NA,NA,NA,NA,NA,Explanation for any delay: Additional coordination necessary,,,Additional coordination necessary,,,,,Federal Register Citation for Final Rule: 74 FR 37121
2,National Highway Traffic Safety Administration,200908,Popular Title: Hybrid Dummy,"Subpart T Hybrid III-10C Dummy, 10-Year-Old Child",Red,RIN 2127-AJ49,Stage: Final Rule,Previous Stage: NPRM: Publication Date 07/13/2005; End of Comment Period 09/12/2005.,"Abstract: This rulemaking would incorporate the Hybrid III ten-year old dummy into Part 572 for potential application in Federal motor vehicle safety standards (FMVSS) such as FMVSS No. 213, Child restraint systems. Anton‚s Law, signed by the President on December 4, 2002, specified in Section 4 that within 24 months, the Secretary of Transportation shall develop and evaluate an anthropomorphic test device that simulates a 10-year old child for use in testing child restraints used in passenger motor vehicles. The evaluation and testing of such a device has been completed by NHTSA. This rulemaking would include a rationale for the dummy performance response requirements; detailed dummy design drawings and specifications; and a procedures manual for the dummy inspection, assembly and disassembly. This rulemaking has been downgraded and will not appear in next month's report.",EU NAFTA,,,,,,Foreign,Prompting action: None Legal Deadline: None,Legal Deadline: Unknown,NA,NA,NA,NA,NA,Rulemaking Project Initiated: 09/16/2004,Docket Number: 2007-0048,12/20/07,11/15/09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1/31/08,12/24/09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4/30/08,3/25/10,NA,NA,NA,NA,5/15/08,3/30/10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Explanation for any delay: Additional coordination necessary Federal Register Citation for Final Rule: None      ,,,Additional coordination necessary,,,,,Federal Register Citation for Final Rule: None
3,National Highway Traffic Safety Administration,200908,Popular Title: Ejection Mitigation,Ejection Mitigation,Red,RIN 2127-AK23,Stage: NPRM,Previous Stage:None,"Abstract: This rulemaking would create a new Federal Motor Vehicle Safety Standard (FMVSS) for reducing occupant ejection. Currently, there are over 52,000 annual ejections in motor vehicle crashes, and over 10,000 ejected fatalities per year. This rulemaking would propose new requirements for reducing occupant ejection through passenger vehicle side widows. The requirement would be an occupant containment requirement on the amount of allowable excursion through passenger vehicle side windows. The SAFETEA-LU legislation requires that: ""[t]he Secretary shall also initiate a rulemaking proceeding to establish performance standards to reduce complete and partial ejections of vehicle occupants from outboard seating positions. In formulating the  standards the Secretary shall consider various ejection mitigation systems. The Secretary shall issue a final rule under this paragraph no later than October 1, 2009.""",Economically Significant Major,Unfunded Mandate EU,NAFTA,Foreign,,,,Prompting action: Statute,Legal Deadline: Final Rule : 10/01/2009 Rulemaking Project Initiated: 08/10/2005 Docket Number:,NA,NA,NA,NA,NA,Rulemaking Project Initiated: Unknown,Docket Number: Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Explanation for any delay: Additional coordination necessary Federal Register Citation for NPRM: None      ,,,Additional coordination necessary,,,,,Federal Register Citation for NPRM: None
4,National Highway Traffic Safety Administration,200908,Popular Title: BTSI,"FMVSS No. 114, Theft Protection and Rollaway Prevention",Black,RIN 2127-AK38,Stage: NPRM,Previous Stage:None,"Abstract: This rulemaking would amend FMVSS No. 114, Theft protection and rollaway prevention, to reflect requirements contained in the Cameron Gulbransen Kids Transportation Safety Act (KT Safety Act) of 2007. The rulemaking would update FMVSS No. 114 to prevent vehicle rollaways by requiring all motor vehicles manufactured for sale after September 1, 2010 and equipped with an automatic transmission, including a park position, to have a system that requires the service brake to be depressed before the transmission can be shifted out of park. The KT Safety Act stipulates that a violation of these requirements shall be treated as a violation of a motor vehicle safety standard prescribed under section 30111 of Title 49, U.S.C. This rulemaking has been downgraded and will not appear on next month‚s report.",EU NAFTA,Foreign,,,,,,Prompting action: Statute,Legal Deadline: Publish final rule : 09/01/2010,NA,NA,NA,NA,NA, Rulemaking Project Initiated: 10/16/2008 ,Docket Number:,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Explanation for any delay: N/A Federal Register Citation for NPRM: None      ,,,,,,,,Federal Register Citation for NPRM: None
5,National Highway Traffic Safety Administration,200908,Popular Title: Rearview Mirrors,"Federal Motor Vehicles Safety Standard No. 111, Rearview Mirrors",Green,RIN 2127-AK43,Stage: NPRM,Previous Stage: ANPRM: Publication Date 03/04/09; End of Comment Period 05/04/09,"Abstract: This rulemaking would amend Federal Motor Vehicle Standard No. 111; Rearview Mirrors, to reflect requirements contained in the Cameron Gulbransen Kids Transportation Safety Act of 2007. The Act requires that NHTSA expand the required field of view to enable the driver of a motor vehicle to detect areas behind the motor vehicle to reduce death and injury resulting from backing incidents, particularly incidents involving small children and disabled persons. According to the Act, such a standard may be met by the provision of additional mirrors, sensors, cameras, or other technology to expand the driver‚s field of view.",EU NAFTA,Foreign,,,,,,Prompting action: Statute,Legal Deadline: Initiate rulemaking : 02/28/2009,NA,NA,NA,NA,NA,Publish Final Rule : 02/28/2011 Rulemaking Project Initiated: 11/06/2008 Docket Number:,Docket Number: Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Explanation for any delay: N/A Federal Register Citation for NPRM: None      ,,,,,,,,Federal Register Citation for NPRM: None
6,National Highway Traffic Safety Administration,200908,Popular Title: Tire Fuel Efficiency Consumer Information,Tire Fuel Efficiency Consumer Information,Green,RIN 2127-AK45,Stage: NPRM,Previous Stage:None,"Abstract: This rulemaking would establish a new program that would make information about the relative rolling resistance of tires available to purchasers of replacement tires and educate consumers about the effect of tires on automobile fuel efficiency, safety, and durability. The agency is required by the Energy Independence and Security Act of 2007 to establish a national tire fuel efficiency consumer information program for replacement tires designed for use on motor vehicles. Vehicle manufacturers often use low rolling resistance tires on new vehicles to help meet CAFE goals. This rulemaking is significant because it has a statutory mandate and it relates to fuel efficiency.",EU NAFTA,Foreign,,,,,,Prompting action: Statute,Legal Deadline: Publish Final Rule : 12/18/2009 Rulemaking Project Initiated: 12/18/2007 Docket Number:,NA,NA,NA,NA,NA,Rulemaking Project Initiated: Unknown,Docket Number: Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Explanation for any delay: N/A Federal Register Citation for NPRM: 74 FR 29542      ,,,,,,,,Federal Register Citation for NPRM: 74 FR 29542
7,National Highway Traffic Safety Administration,200908,Popular Title: CAFE 2012-2016,Passenger Car and Light Truck Corporate Average Fuel Economy Standards MYs 2012-2016,Red,RIN 2127-AK50,Stage: NPRM,Previous Stage:None,Abstract: This rulemaking would address Corporate Average Fuel Economy (CAFE) standards for light trucks and passenger cars for model years 2012-2016. CAFE standards must be set at least 18 months prior to the start of a model year.,Economically Significant Major,Unfunded Mandate EIS,EU NAFTA,Foreign,,,,Prompting action: Statute,Legal Deadline: Final rule for Model Year 2012 : 04/01/2010,NA,NA,NA,NA,NA,Rulemaking Project Initiated: 08/01/2007,Docket Number: Dates for NPRM:,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Explanation for any delay: Additional coordination necessary Federal Register Citation for NPRM: None      ,,,Additional coordination necessary,,,,,Federal Register Citation for NPRM: None
8,National Highway Traffic Safety Administration,200908,Popular Title: Automatic Reversal Systems,FMVSS No. 118 Automatic Reversal Systems,Yellow,RIN 2127-AK52,Stage: NPRM,Previous Stage:None,"Abstract: This rulemaking would require automatic reversal systems (ARS) only on those windows that close without continuous actuation of the window switch by the window operator. Additionally, in order to provide comprehensive information on the subject and, to reflect requirements contained in the Cameron Gulbransen Kids Transportation Safety Act of 2007, NHTSA will provide consumers with information regarding which vehicles are equipped with ARS. NHTSA expects to provide this information on www.safercar.gov by October 2009.",EU NAFTA,Foreign,,,,,,Prompting action: Statute,Legal Deadline: Initiate rulemaking : 08/28/2009 Rulemaking Project Initiated: 06/25/2009 Docket Number:,NA,NA,NA,NA,NA,Rulemaking Project Initiated: Unknown,Docket Number: Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Explanation for any delay: N/A Federal Register Citation for NPRM: None      ,,,,,,,,Federal Register Citation for NPRM: None
9,National Highway Traffic Safety Administration,200908,Popular Title: CARS,Requirements for Temporary Vehicle Trade-In Program,Green,RIN 2127-AK53,Stage: Final Rule,Previous Stage:None,"Abstract: This rulemaking would implement the Temporary Vehicle Trade-In Program under the Consumer Assistance to Recycle and Save Act of 2009. The regulation would provide procedures for registering dealers in the Program, reimbursement of dealers participating in the Program, disposal of trade-in vehicles, and enforcement.",Economically Significant Information Collection Privacy,EU NAFTA,Foreign,,,,,Prompting action: Statute,Legal Deadline: Final Rule : 07/24/2009 ,NA,NA,NA,NA,NA,Rulemaking Project Initiated: 06/25/2009 ,Docket Number:,7/5/09,NA,7/20/09,NA,NA,NA,NA,NA,NA,NA,NA,NA,7/11/09,NA,7/20/09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7/18/09,NA,7/23/09,NA,NA,NA,7/19/09,NA,7/29/09,NA,NA,NA,NA,NA,NA,NA,NA,NA,Explanation for any delay: N/A ,,,,,,,,Federal Register Citation for Final Rule: 74 FR 37877
10,Office of the Secretary,200908,Popular Title: Accessibility-passenger vessels,Accessibility of Passenger Vessels to Individuals with Disabilities,Red,RIN 2105-AB87,Stage: Final Rule,Previous Stage: ANPRM: Publication Date 11/29/2004;End of Comment Period 03/28/2005;Publication Date for Extension of Comment Period 03/28/2005;End of Extended Comment Period 07/28/2005. NPRM: Publication Date 1/23/2007; End of Comment Period 4/23/2007; Extension of Comment Period 4/13/2007; End of Extended Comment Period 6/22/2007; Reopening of Comment Period 4/8/2006; End of Reopened Comment Period 4/23/2008.,"Abstract: The Department‚s Americans with Disabilities Act (ADA) final rule, published September 6, 1991, reserved portions of the rule concerning passenger vessels. The ADA covers passenger vessels, but issuing accessibility requirements for vessels involves complex issues unlike those affecting land transportation. This rulemaking would address these issues and propose feasible requirements to make passenger vessels accessible to, and usable by, individuals with disabilities.",EU NAFTA,Foreign,,,,,,Prompting action: Statute,Legal Deadline: None,NA,NA,NA,NA,NA,Rulemaking Project Initiated: 07/26/1990,Docket Number: OST-2007-26829,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Explanation for any delay: Unanticipated issues requiring further analysis Federal Register Citation for Final Rule: None      ,,,,,,Unanticipated issues requiring further analysis,,Federal Register Citation for Final Rule: None
