Report on DOT Significant Rulemakings,,,
,,,
Table of Contents,,,
Federal Aviation Administration,,,
1. Airport Safety Management System,,,
,,,
2. Prohibition Against Certain Flights Within the Territory and Airspace of Afghanistan,,,
,,,
3. Requirement for Wildlife Assessments at Certificated Airports,,,
,,,
4. Regulation Of Flight Operations Conducted By Alaska Guide Pilots,,,
,,,
5. Pilot Professional Development,,,
,,,
6. Drug and Alcohol Testing of Certain Maintenance Provider Employees Located Outside of the United States,,,
,,,
"7. Applying the Flight, Duty, and Rest requirements to Ferry Flights that Follow Domestic, Flag, or Supplemental All-Cargo Operations (Reauthorization)",,,
,,,
"8. Applying the Flight, Duty, and Rest Rules of 14 CFR part 135 to Tail-End Ferry Operations (FAA Reauthorization",,,
,,,
9. Pilot Records Database (HR 5900),,,
,,,
10. Pilot Biometric Certificates (FAA Reauthorization),,,
,,,
11. Aircraft Registration and Airmen Certification Fees,,,
,,,
12. Permanent Requirement for Helicopters to use the New York North Shore Helicopter Route,,,
,,,
13. Helicopter Air Ambulance Pilot Training and Operational Requirements (HAA II) (FAA Reauthorization),,,
,,,
"14. Revision of Airworthiness Standards for Normal, Utility, Acrobatic, and Commuter Category Airplanes (RRR)",,,
,,,
15. Requirements to File Notice of Construction of Meteorological Evaluation Towers and Other Renewable Energy Projects,,,
,,,
16. Orbital Debris Mitigation Methods for Launch Vehicle Upper Stages (Orbital Debris),,,
,,,
17. Registration and Marking Requirements for Small Unmanned Aircraft,,,
,,,
18. Operations of Small Unmanned Aircraft Over People,,,
,,,
19. Prohibition Against Certain Flights in the Simferopol (UKFV) and Dnipropetrovsk (UKDV) Flight Information Regions (FIRs),,,
,,,
20. Extension of the prohibition against Certain Flights in the Damascus (OSTT) Flight Information Region (FIR),,,
,,,
Federal Highway Administration,,,
21. Pavement Markings,,,
,,,
22. Highway Worker Safety (MAP-21),,,
,,,
23. National Goals and Performance Management Measures 2 (MAP-21),,,
,,,
24. National Goals and Performance Management Measures 3 (MAP-21),,,
,,,
25. National Bridge Inspection Standards (MAP-21),,,
,,,
26. Congestion Mitigation and Air Quality Improvement Program (MAP-21),,,
,,,
27. Buy America (RRR),,,
,,,
28. Metropolitan Planning Organization (MPO) Coordination,,,
,,,
29. Tribal Transportation Self-Governance Program,,,
,,,
Federal Motor Carrier Safety Administration,,,
30. Application by Certain Mexico-Domiciled Motor Carriers to Operate Beyond U.S. Municipalities and Commercial Zones on the U.S.-Mexico Border,,,
,,,
31. Safety Monitoring System and Compliance Initiative for Mexico-Domiciled Motor Carriers Operating in the United States,,,
,,,
"32. Certification of Safety Auditors, Safety Investigators, and Safety Inspectors",,,
,,,
33. Limitations on the Issuance of Commercial Driver Licenses with a Hazardous Materials Endorsement,,,
,,,
34. Consumer Complaint Information,,,
,,,
35. Carrier Safety Fitness Determination,,,
,,,
36. New Entrant Safety Assurance Process: Implementation of Section 210(b) of the Motor Carrier Safety Improvement Act of 1999,,,
,,,
37. Commercial Driver's License Drug and Alcohol Clearinghouse (MAP-21),,,
,,,
38. MAP-21 Enhancements and Other Updates to the Unified Registration System,,,
,,,
39. Heavy Vehicle Speed Limiters,,,
,,,
40. Entry-Level Driver Training,,,
,,,
"41. Financial Responsibility for Motor Carriers, Freight Forwarders, and Brokers",,,
,,,
42. State Inspection Programs for Passenger Carrier Vehicles,,,
,,,
43. Evaluation of Safety-Sensitive Personnel for Moderate-to-Severe Obstructive Sleep Apnea,,,
,,,
Federal Railroad Administration,,,
44. Risk Reduction Program,,,
,,,
45. Emergency Escape Breathing Apparatus,,,
,,,
46. High-Speed Rail Corridor Development and Capital Investment Grants to Support Intercity Passenger Rail Service,,,
,,,
47. High-Speed Intercity Passenger Rail (HSIPR) Program; Buy America Program Requirements,,,
,,,
48. Passenger Equipment Safety Standards Amendments (RRR),,,
,,,
49. Train Crew Staffing and Location,,,
,,,
50. Locomotive Recording Devices,,,
,,,
51. Evaluation of Safety-Sensitive Personnel for Moderate-to-Severe Obstructive Sleep Apnea,,,
,,,
52. Track Safety Standards; Improving Rail Integrity,,,
,,,
Federal Transit Administration,,,
53. Buy America: Amendments (MAP-21),,,
,,,
54. Core Capacity Projects (MAP-21),,,
,,,
55. New and Small Start Projects (MAP-21),,,
,,,
56. National and Public Transportation Safety Plans (MAP-21) and Transit Asset Management,,,
,,,
57. Public Transportation Agency Safety Plans,,,
,,,
58. Metropolitan Planning Organization (MPO) Coordination,,,
,,,
59. Protecting Transit Workers from the Risk of Assaults,,,
,,,
Maritime Administration,,,
60. Cargo Preference,,,
,,,
National Highway Traffic Safety Administration,,,
61. Tire Fuel Efficiency Consumer Information - Part 2,,,
,,,
62. Mandatory Event Data Recorder Requirements,,,
,,,
63. Heavy Vehicle Speed Limiters,,,
,,,
64. Sound for Hybrid and Electric Vehicles,,,
,,,
65. Establish Side Impact Performance Requirements for Child Restraint Systems (MAP-21),,,
,,,
66. Motorcoach Rollover Structural Integrity (MAP-21),,,
,,,
67. FMVSS No. 218 and Enforcement Policy Concerning Novelty Helmets,,,
,,,
68. Amend Definition of 3-Wheeled Vehicles,,,
,,,
69. Rear Seat Belt Reminder System,,,
,,,
70. Fuel Efficiency Standards for Medium- and Heavy-Duty Vehicles and Work Trucks: Phase 2,,,
,,,
71. Federal Motor Vehicle Safety Standard (FMVSS) 150 - Vehicle to Vehicle (V2V) Communication,,,
,,,
72. Retroreflective Tape for Single Unit Trucks,,,
,,,
73. Passenger Car and Light Truck Corporate Average Fuel Economy Standards MYs 2022-2025,,,
,,,
Office of the Secretary,,,
74. Enhancing Airline Passenger Protections III,,,
,,,
"75. Carrier-Supplied Medical Oxygen, Service Animals, Accessible Lavatories on Single-Aisle Aircraft, Service Request Reporting, and Seating Accommodations with Extra Legroom",,,
,,,
76. Transportation Services for Individuals with Disabilities: Over-the-Road Buses (RRR),,,
,,,
77. Use of Mobile Wireless Devices for Voice Calls on Aircraft,,,
,,,
78. Reporting Ancillary Airline Passenger Revenues,,,
,,,
79. Accessible In-Flight Entertainment,,,
,,,
80. Transparency of Airline Ancillary Service Fees,,,
,,,
81. Air Transportation Consumer Protection Requirements for Ticket Agents,,,
,,,
Pipeline and Hazardous Materials Safety Administration,,,
82. Pipeline Safety: Safety of Hazardous Liquid Pipelines,,,
,,,
83. Pipeline Safety: Gas Transmission (RRR),,,
,,,
84. Pipeline Safety: Amendments to Parts 192 and 195 to require Valve installation and Minimum Rupture Detection Standards,,,
,,,
85. Hazardous Materials: Oil Spill Response Plans and Information Sharing for High-Hazard Flammable Trains,,,
,,,
86. Hazardous Materials: Enhanced Safety Provisions for Lithium Batteries Transported by Aircraft,,,
,,,
87. Hazardous Materials: FAST Act Requirements for Real-Time Train Consist Information,,,
,,,
88. Pipeline Safety: Underground Storage Facilities for Natural Gas,,,
,,,
,,,
,,,
Federal Aviation Administration,,,
,,,
,,,
Federal Aviation Administration,,,
1. ,,Airport Safety Management System,Red
Popular Title: Airport SMS,,,
RIN 2120-AJ38,,,
Stage: SNPRM,,,
Previous Stage: NPRM: Publication Date 10/07/2010;End of Comment Period 01/05/2011;Extension of Comment Period 12/10/2010; End of Extended of Comment Period 03/07/2011; Extension of Comment Period 03/07/2011; End of Extended of Comment Period 07/05/2011.,,,
"Abstract: This rulemaking would require certain airport certificate holders to develop, implement, maintain, and adhere to a safety management system (SMS) for its aviation related activities. An SMS is a formalized approach to managing safety by developing an organization-wide safety policy, developing formal methods of identifying hazards, analyzing and mitigating risk, developing methods for ensuring continuous safety improvement, and creating organization-wide safety promotion strategies.",,,
Effects:,,,
,Regulatory Flexibility Act,,
,Information Collection,,
,Peer Review,,
,Foreign,,
Prompting action: Secretarial/Head of Operating Administration Decision,,,
Legal Deadline: ,Final rule : 11/05/2012,,
Rulemaking Project Initiated: 07/22/2008,,,
Docket Number: FAA-2010-0997,,,
Dates for SNPRM:,,,
Milestone,Originally,New,Actual
,Scheduled,Projected,Date
,Date,Date,
To OST ,07/22/2013 ,11/21/2013 ,11/13/2013 
To OMB ,08/23/2013 ,07/24/2015 ,08/05/2015 
OMB Clearance ,11/25/2013 ,06/24/2016 ,07/05/2016 
Publication Date ,12/09/2013 ,07/15/2016 ,07/14/2016 
End of Comment Period ,02/10/2014 ,09/15/2016 ,09/12/2016 
Explanation for any delay:,Additional coordination necessary,,
Federal Register Citation for SNPRM: None,,,
,,,
,,,
Federal Aviation Administration,,,
2. ,,Prohibition Against Certain Flights Within the Territory and Airspace of Afghanistan,Red
Popular Title: Afghanistan SFAR,,,
RIN 2120-AJ69,,,
Stage: Undetermined,,,
Previous Stage: NPRM: Publication Date 05/26/2010;End of Comment Period 06/10/2010.,,,
"Abstract: This rulemaking would prohibit flight operations below flight level (FL) 160 within the territory and airspace of Afghanistan by all U.S. air carriers; U.S. commercial operators; persons exercising the privileges of a U.S. airman certificate, except if the flight is on behalf of a foreign air carrier; and operators of U.S.-registered aircraft, except when such operators are foreign air carriers. The FAA finds this action necessary to prevent a potential hazard to persons and aircraft engaged in such flight operations.",,,
Effects:,,,
,Foreign,,
Prompting action: Secretarial/Head of Operating Administration Decision,,,
Legal Deadline: ,NPRM : 06/10/2011,,
Rulemaking Project Initiated: 01/08/2010,,,
Docket Number: FAA-2010-0289,,,
Dates for Undetermined:,,,
Milestone,Originally,New,Actual
,Scheduled,Projected,Date
,Date,Date,
To OST ,,,
To OMB ,,,
OMB Clearance ,,,
Publication Date ,,,
End of Comment Period ,,,
Explanation for any delay:,N/A ,,
Federal Register Citation for Undetermined: None,,,
,,,
,,,
Federal Aviation Administration,,,
3. ,,Requirement for Wildlife Assessments at Certificated Airports,Red
Popular Title: Wildlife Hazard Assessment (WHA),,,
RIN 2120-AJ71,,,
Stage: Undetermined,,,
Previous Stage:None ,,,
"Abstract: This action would require certificated airports to complete a wildlife hazard assessment (WHA) and a wildlife hazard management plan (WHMP). It also would require periodic completion of a WHA, provide an option for continuous wildlife monitoring as an alternative to a periodic WHA, and clarify the requirements for airport wildlife biologists conducting a WHA or implementing a WHMP. This action would improve safety at airports through proactive identification and mitigation of wildlife hazards.",,,
Effects:,,,
,None ,,
Prompting action: Secretarial/Head of Operating Administration Decision,,,
Legal Deadline: None,,,
Rulemaking Project Initiated: 03/02/2010,,,
Docket Number: ,,,
Dates for Undetermined:,,,
Milestone,Originally,New,Actual
,Scheduled,Projected,Date
,Date,Date,
To OST ,,,
To OMB ,,,
OMB Clearance ,,,
Publication Date ,,,
End of Comment Period ,,,
Explanation for any delay:,Unanticipated issues requiring further analysis,,
Federal Register Citation for Undetermined: None,,,
,,,
,,,
Federal Aviation Administration,,,
4. ,,Regulation Of Flight Operations Conducted By Alaska Guide Pilots,Red
Popular Title: Alaska Guide Pilots,,,
RIN 2120-AJ78,,,
Stage: Undetermined,,,
Previous Stage:None ,,,
"Abstract: The rulemaking would establish regulations concerning Alaska guide pilot operations. The rulemaking would implement Congressional legislation and establish additional safety requirements for the conduct of these operations. The intended effect of this rulemaking is to enhance the level of safety for persons and property transported in Alaska guide pilot operations. In addition, the rulemaking would add a general provision applicable to pilots operating under the general operating and flight rules concerning falsification, reproduction, and alteration of applications, logbooks, reports, or records.",,,
Effects:,,,
,Regulatory Flexibility Act,,
,Information Collection,,
Prompting action: Statute,,,
Legal Deadline: None,,,
Rulemaking Project Initiated: 05/04/2010,,,
Docket Number: ,,,
Dates for Undetermined:,,,
Milestone,Originally,New,Actual
,Scheduled,Projected,Date
,Date,Date,
To OST ,,,
To OMB ,,,
OMB Clearance ,,,
Publication Date ,,,
End of Comment Period ,,,
Explanation for any delay:,"Other, higher priorities",,
Federal Register Citation for Undetermined: None,,,
,,,
,,,
Federal Aviation Administration,,,
5. ,,Pilot Professional Development,Red
Popular Title: Pilot Professional Development,,,
RIN 2120-AJ87,,,
Stage: NPRM,,,
Previous Stage: None,,,
"Abstract: This rulemaking would amend the regulations for air carrier training programs under part 121. The action is necessary to ensure that air carriers establish or modify training programs to address mentoring, leadership and professional development of flight crewmembers in part 121 operations. This rulemaking is required by the Airline Safety and Federal Aviation Administration Act of 2010.",,,
Effects:,,,
,Information Collection,,
Prompting action: Statute,,,
Legal Deadline: ,NPRM : 04/20/2015,,
Rulemaking Project Initiated: 08/01/2010,,,
Docket Number: ,,,
Dates for NPRM:,,,
Milestone,Originally,New,Actual
,Scheduled,Projected,Date
,Date,Date,
To OST ,03/29/2011 ,,03/29/2011 
To OMB ,04/29/2011 ,05/16/2011 ,05/17/2011 
Withdrawn from OMB ,,,04/17/2014 
Returned to Mode ,,,04/17/2014 
Resubmitted to OST/2 ,,02/17/2015 ,02/12/2015 
Returned to Mode/3 ,,,12/11/2015 
Resubmitted to OST/3 ,,,12/21/2015 
Resubmitted to OMB/2 ,,03/18/2016 ,03/22/2016 
OMB Clearance ,07/29/2011 ,11/16/2016 ,08/31/2016 
Publication Date ,07/29/2011 ,09/23/2016 ,10/07/2016 
End of Comment Period ,10/26/2011 ,12/22/2016 ,01/05/2017 
Explanation for any delay:,Additional coordination necessary,,
Federal Register Citation for NPRM: None,,,
,,,
,,,
Federal Aviation Administration,,,
6. ,,Drug and Alcohol Testing of Certain Maintenance Provider Employees Located Outside of the United States,Red
Popular Title: Drug & Alcohol Testing for Repair Stations,,,
RIN 2120-AK09,,,
Stage: NPRM,,,
